Bar Name,Brand Name,active_days,total_days,active_day_pct,zero_day_pct,total_consumption_ml,average_daily_consumption_ml,std_daily_consumption_ml,coefficient_of_variation,active_mean,active_median,active_std,active_cv,demand_frequency,demand_variability,demand_class
Anderson's Bar,Yellow Tail,56,361,15.512465373961218,84.48753462603878,19760.03,54.73692520775623,148.94438071052437,2.7210951317634287,352.85767857142855,367.14,195.19310933246754,0.5531780125140591,Occasional,Medium Variability,Occasional / Medium Variability
Brown's Bar,Absolut,53,360,14.722222222222223,85.27777777777777,18358.23,50.99508333333333,137.0279416212301,2.6870814334302837,346.38169811320756,321.33,159.2074343999513,0.4596300418502992,Occasional,Low Variability,Occasional / Low Variability
Brown's Bar,Bacardi,71,361,19.667590027700832,80.33240997229917,23420.89,64.87781163434903,143.45479674574992,2.2111534457151594,329.8716901408451,332.08,131.04785691806217,0.3972691832454878,Occasional,Low Variability,Occasional / Low Variability
Brown's Bar,Barefoot,58,357,16.246498599439775,83.75350140056022,19246.22,53.910980392156866,137.775222890676,2.55560596168865,331.83137931034486,332.08,157.2058181085768,0.4737521160153762,Occasional,Low Variability,Occasional / Low Variability
Brown's Bar,Budweiser,47,349,13.46704871060172,86.53295128939828,16696.49,47.84094555873926,134.0472812813857,2.8019362852434018,355.2444680851064,334.91,156.0754123438342,0.4393464961893312,Occasional,Low Variability,Occasional / Low Variability
Brown's Bar,Captain Morgan,55,352,15.625,84.375,17887.5,50.81676136363637,130.2174305261902,2.562489757943757,325.22727272727275,324.34,138.99382358319414,0.42737444008808817,Occasional,Low Variability,Occasional / Low Variability
Brown's Bar,Coors,36,353,10.198300283286118,89.80169971671388,14029.01,39.74223796033994,138.16161751496804,3.4764428126278135,389.69472222222225,303.295,227.38964405978322,0.5835071174767282,Occasional,Medium Variability,Occasional / Medium Variability
Brown's Bar,Grey Goose,76,363,20.9366391184573,79.06336088154269,27873.3,76.78595041322313,170.51190254745006,2.220613297482694,366.75394736842105,376.56,180.46365676651865,0.4920564810860364,Occasional,Low Variability,Occasional / Low Variability
Brown's Bar,Heineken,55,364,15.10989010989011,84.89010989010988,19537.43,53.674258241758245,140.4352563914785,2.616435904133664,355.226,345.04,153.2102273517835,0.43130352888522655,Occasional,Low Variability,Occasional / Low Variability
Brown's Bar,Jack Daniels,55,355,15.492957746478872,84.50704225352112,18868.36,53.15030985915493,138.17051826325087,2.5996183019326566,343.0610909090909,342.22,154.44678004236462,0.45020197316195226,Occasional,Low Variability,Occasional / Low Variability
Brown's Bar,Jameson,67,349,19.197707736389685,80.80229226361031,23813.13,68.2324641833811,159.0715626373469,2.331317863734589,355.41985074626865,333.22,172.6302152043278,0.4857078602724616,Occasional,Low Variability,Occasional / Low Variability
Brown's Bar,Jim Beam,66,364,18.13186813186813,81.86813186813187,23777.58,65.32302197802198,153.62057814616165,2.351706542263882,360.2663636363637,354.29499999999996,154.59627197850006,0.42911658590070995,Occasional,Low Variability,Occasional / Low Variability
Brown's Bar,Malibu,55,358,15.363128491620111,84.63687150837988,19057.03,53.23192737430167,140.144432631751,2.6327138532167322,346.49145454545453,352.14,162.33192596262145,0.46850196111063375,Occasional,Low Variability,Occasional / Low Variability
Brown's Bar,Miller,48,341,14.076246334310852,85.92375366568915,16480.91,48.331114369501464,132.63837698326427,2.744368275252587,343.35229166666664,374.45,154.32638840608664,0.4494695161548822,Occasional,Low Variability,Occasional / Low Variability
Brown's Bar,Smirnoff,51,361,14.127423822714682,85.87257617728532,17102.29,47.37476454293629,129.42856713051523,2.7320149953085813,335.33901960784317,331.4,148.71336432553602,0.4434716976850665,Occasional,Low Variability,Occasional / Low Variability
Brown's Bar,Sutter Home,65,347,18.73198847262248,81.26801152737752,20634.920000000002,59.46662824207493,140.103862142174,2.3560081727156863,317.4603076923077,311.54,151.45063968964885,0.47706952970145633,Occasional,Low Variability,Occasional / Low Variability
Brown's Bar,Yellow Tail,81,363,22.31404958677686,77.68595041322314,29588.63,81.51137741046833,172.15836285644798,2.1120777040670897,365.29172839506174,338.96,170.75076433789485,0.4674367117155976,Occasional,Low Variability,Occasional / Low Variability
Johnson's Bar,Absolut,75,342,21.929824561403507,78.0701754385965,26070.31,76.22897660818714,156.62193756093862,2.054624691683413,347.6041333333333,341.66,132.03411822679746,0.37984047243818003,Occasional,Low Variability,Occasional / Low Variability
Johnson's Bar,Bacardi,55,352,15.625,84.375,18711.57,53.15786931818182,138.30835868161498,2.6018416549722163,340.21036363636364,358.13,157.71206120019312,0.46357218373501646,Occasional,Low Variability,Occasional / Low Variability
Johnson's Bar,Barefoot,66,353,18.69688385269122,81.30311614730878,22087.13,62.569773371104816,151.41144913985306,2.4198816933828944,334.6534848484849,319.005,178.03206164571267,0.5319892656319329,Occasional,Medium Variability,Occasional / Medium Variability
Johnson's Bar,Budweiser,52,352,14.772727272727273,85.22727272727273,19345.170000000002,54.95786931818182,149.90549315223123,2.727643829937157,372.02250000000004,370.93,185.4450070365981,0.4984779335567018,Occasional,Low Variability,Occasional / Low Variability
Johnson's Bar,Captain Morgan,86,359,23.955431754874652,76.04456824512536,28319.66,78.88484679665738,157.71823517289266,1.999347676740062,329.29837209302326,306.275,146.07165989062042,0.4435845186910209,Occasional,Low Variability,Occasional / Low Variability
Johnson's Bar,Coors,57,366,15.573770491803279,84.42622950819671,19542.98,53.396120218579235,142.14887004875885,2.662157277848401,342.859298245614,345.69,175.16965549615492,0.5109082833467993,Occasional,Medium Variability,Occasional / Medium Variability
Johnson's Bar,Grey Goose,71,366,19.398907103825135,80.60109289617486,25454.61,69.54811475409836,160.5658221449809,2.308701288492065,358.5156338028169,352.05,171.324645168442,0.4778721735261071,Occasional,Low Variability,Occasional / Low Variability
Johnson's Bar,Heineken,58,359,16.15598885793872,83.84401114206128,19525.87,54.38961002785515,138.87037574926248,2.5532519111304763,336.6529310344827,336.825,156.30527819946676,0.4642920461710066,Occasional,Low Variability,Occasional / Low Variability
Johnson's Bar,Jack Daniels,52,360,14.444444444444443,85.55555555555556,19002.59,52.78497222222222,144.3028011761978,2.733785679922116,365.43442307692305,341.265,173.45479193368703,0.4746536751333227,Occasional,Low Variability,Occasional / Low Variability
Johnson's Bar,Jameson,58,360,16.11111111111111,83.88888888888889,17708.62,49.19061111111111,127.71512116642994,2.5963312567503722,305.3210344827586,289.1,152.1764495656928,0.4984145616547299,Occasional,Low Variability,Occasional / Low Variability
Johnson's Bar,Jim Beam,49,353,13.881019830028329,86.11898016997166,16581.27,46.97243626062323,129.78751275582422,2.7630568709638013,338.39326530612243,319.86,151.19259313300478,0.44679551466909556,Occasional,Low Variability,Occasional / Low Variability
Johnson's Bar,Malibu,67,364,18.40659340659341,81.5934065934066,26356.51,72.4079945054945,163.4432475368389,2.2572541699720245,393.3807462686567,432.09,136.92232942398107,0.34806566087113705,Occasional,Low Variability,Occasional / Low Variability
Johnson's Bar,Miller,48,356,13.48314606741573,86.51685393258427,16325.26,45.85747191011236,133.4940758333674,2.9110648771706416,340.1095833333333,308.36,179.9878846863456,0.5292055664010613,Occasional,Medium Variability,Occasional / Medium Variability
Johnson's Bar,Smirnoff,66,356,18.53932584269663,81.46067415730337,25506.02,71.64612359550561,165.60294363794054,2.311401305852769,386.45484848484847,395.15,162.01240555769817,0.4192272556364372,Occasional,Low Variability,Occasional / Low Variability
Johnson's Bar,Sutter Home,65,362,17.955801104972377,82.04419889502762,22046.56,60.90209944751381,145.6811668548462,2.3920549238273145,339.1778461538462,317.27,154.43854519569737,0.4553320535140325,Occasional,Low Variability,Occasional / Low Variability
Johnson's Bar,Yellow Tail,67,358,18.71508379888268,81.28491620111731,21600.25,60.335893854748605,141.413814307266,2.343775906390029,322.39179104477614,299.9,149.68479922141617,0.4642946978777969,Occasional,Low Variability,Occasional / Low Variability
Smith's Bar,Absolut,81,362,22.375690607734807,77.62430939226519,27181.45,75.08687845303868,161.7536280923315,2.1542196376361082,335.5734567901235,327.67,171.93335786839404,0.5123568458393469,Occasional,Medium Variability,Occasional / Medium Variability
Smith's Bar,Bacardi,52,355,14.647887323943662,85.35211267605634,19114.25,53.842957746478874,140.5159945235177,2.609737659382334,367.5817307692308,391.38,139.5200658521099,0.37956202436976155,Occasional,Low Variability,Occasional / Low Variability
Smith's Bar,Barefoot,59,358,16.480446927374302,83.5195530726257,21232.32,59.30815642458101,147.83444612476987,2.492649494387218,359.8698305084746,373.41,156.5039236975527,0.4348903698774137,Occasional,Low Variability,Occasional / Low Variability
Smith's Bar,Budweiser,43,354,12.146892655367232,87.85310734463276,13615.460000000001,38.46175141242938,115.30702291722888,2.997965996940171,316.63860465116284,332.33,146.86239488493976,0.46381708587535114,Occasional,Low Variability,Occasional / Low Variability
Smith's Bar,Captain Morgan,69,366,18.852459016393443,81.14754098360656,22119.31,60.43527322404372,141.1788307748943,2.336033631411256,320.56971014492757,301.07,149.5576552505167,0.46653707607903006,Occasional,Low Variability,Occasional / Low Variability
Smith's Bar,Coors,42,353,11.89801699716714,88.10198300283287,15173.35,42.98399433427762,125.96350524498054,2.930474638196452,361.2702380952381,366.435,135.75863277564585,0.3757813914908129,Occasional,Low Variability,Occasional / Low Variability
Smith's Bar,Grey Goose,69,365,18.904109589041095,81.0958904109589,25041.56,68.60701369863014,161.61982786098906,2.3557333157064098,362.9211594202899,371.75,177.31441370475073,0.48857557379124145,Occasional,Low Variability,Occasional / Low Variability
Smith's Bar,Heineken,48,356,13.48314606741573,86.51685393258427,17079.0,47.9747191011236,133.67078763395327,2.7862755663497487,355.8125,347.8,151.9753444939098,0.42712199401063705,Occasional,Low Variability,Occasional / Low Variability
Smith's Bar,Jack Daniels,52,352,14.772727272727273,85.22727272727273,18084.16,51.375454545454545,135.70032014112007,2.6413453923032235,347.77230769230766,325.21000000000004,147.09129960028073,0.42295288137323483,Occasional,Low Variability,Occasional / Low Variability
Smith's Bar,Jameson,54,347,15.561959654178676,84.43804034582132,18083.46,52.11371757925072,142.07223344246552,2.7261964803492,334.87888888888887,340.4,187.86140452990784,0.560983121848088,Occasional,Medium Variability,Occasional / Medium Variability
Smith's Bar,Jim Beam,72,355,20.281690140845072,79.71830985915493,23928.05,67.40295774647888,150.512046023862,2.2330184172329552,332.33402777777775,335.265,153.83310020983203,0.4628869972734053,Occasional,Low Variability,Occasional / Low Variability
Smith's Bar,Malibu,73,360,20.27777777777778,79.72222222222223,24552.18,68.2005,152.81413399999073,2.240660024486488,336.3312328767123,316.52,158.12403980336663,0.4701437878691735,Occasional,Low Variability,Occasional / Low Variability
Smith's Bar,Miller,59,356,16.573033707865168,83.42696629213484,20572.98,57.78926966292135,142.32890235529212,2.4628949835407408,348.6945762711864,347.26,144.23575549488214,0.4136449641324712,Occasional,Low Variability,Occasional / Low Variability
Smith's Bar,Smirnoff,51,348,14.655172413793101,85.34482758620689,17018.2,48.90287356321839,137.70297022371565,2.815846190422785,333.69019607843137,279.37,186.1872104575413,0.5579642813772671,Occasional,Medium Variability,Occasional / Medium Variability
Smith's Bar,Sutter Home,65,360,18.055555555555554,81.94444444444444,21832.97,60.64713888888889,141.9139270359936,2.339993767818015,335.8918461538462,361.91,138.1062525839741,0.41116286139532626,Occasional,Low Variability,Occasional / Low Variability
Smith's Bar,Yellow Tail,67,359,18.662952646239557,81.33704735376044,24085.21,67.08972144846797,156.7635427130446,2.3366253328903093,359.48074626865673,341.29,163.08958985518237,0.4536810150418958,Occasional,Low Variability,Occasional / Low Variability
Taylor's Bar,Absolut,54,365,14.794520547945206,85.20547945205479,18506.079999999998,50.701589041095886,136.11971251780372,2.6847228083418186,342.70518518518514,329.36,159.03955856233037,0.4640710600173479,Occasional,Low Variability,Occasional / Low Variability
Taylor's Bar,Bacardi,53,344,15.406976744186046,84.59302325581395,16573.82,48.179709302325584,129.73145067552394,2.6926573977743353,312.71358490566035,292.2,163.40362190099353,0.5225344525735562,Occasional,Medium Variability,Occasional / Medium Variability
Taylor's Bar,Barefoot,67,353,18.980169971671387,81.01983002832861,21726.79,61.54898016997167,144.7054644888515,2.3510619361886675,324.28044776119407,293.69,158.70942233426234,0.48942026394122534,Occasional,Low Variability,Occasional / Low Variability
Taylor's Bar,Budweiser,55,356,15.44943820224719,84.5505617977528,22022.14,61.859943820224714,160.27003435662223,2.5908532154893904,400.4025454545454,408.18,175.50293971599515,0.43831624376103934,Occasional,Low Variability,Occasional / Low Variability
Taylor's Bar,Captain Morgan,66,361,18.282548476454295,81.7174515235457,22766.61,63.065401662049865,158.91032105462958,2.519770220543211,344.94863636363635,304.47,202.80232055937066,0.5879203428581797,Occasional,Medium Variability,Occasional / Medium Variability
Taylor's Bar,Coors,49,363,13.498622589531681,86.50137741046832,14578.49,40.16112947658402,116.2757425550652,2.895230887937548,297.52020408163264,281.96,154.2691635514828,0.518516596301994,Occasional,Medium Variability,Occasional / Medium Variability
Taylor's Bar,Grey Goose,78,347,22.478386167146976,77.52161383285303,28017.89,80.74319884726225,168.0888552968278,2.0817710679854637,359.20371794871795,364.565,160.11199406802388,0.44574147222741833,Occasional,Low Variability,Occasional / Low Variability
Taylor's Bar,Heineken,31,334,9.281437125748502,90.71856287425149,10108.67,30.26547904191617,104.92379333319724,3.466781186178585,326.08612903225804,284.34,150.07159088642592,0.460220713256957,Intermittent,Low Variability,Intermittent / Low Variability
Taylor's Bar,Jack Daniels,69,360,19.166666666666668,80.83333333333333,23096.93,64.15813888888889,149.2076444815598,2.325623016277987,334.73811594202897,326.99,160.0928917505246,0.4782631081613962,Occasional,Low Variability,Occasional / Low Variability
Taylor's Bar,Jameson,66,358,18.435754189944134,81.56424581005587,21441.19,59.89159217877095,143.89896143454152,2.4026571376666066,324.86651515151516,314.825,162.24338766653986,0.4994155448457679,Occasional,Low Variability,Occasional / Low Variability
Taylor's Bar,Jim Beam,73,360,20.27777777777778,79.72222222222223,24368.84,67.69122222222222,151.4385512129857,2.2371962898798157,333.8197260273973,340.32,155.81024615941413,0.46674966759341974,Occasional,Low Variability,Occasional / Low Variability
Taylor's Bar,Malibu,64,364,17.582417582417584,82.41758241758241,22042.69,60.55684065934066,149.54327166378437,2.469469510555087,344.41703125,333.52,171.86169327356268,0.49899301625654635,Occasional,Low Variability,Occasional / Low Variability
Taylor's Bar,Miller,41,356,11.51685393258427,88.48314606741573,14317.58,40.217921348314604,127.02356727835092,3.1583822092206177,349.2092682926829,288.56,180.5486035308809,0.5170212245900576,Occasional,Medium Variability,Occasional / Medium Variability
Taylor's Bar,Smirnoff,62,356,17.415730337078653,82.58426966292134,23242.64,65.28831460674157,154.1983416690643,2.3618061302066757,374.88129032258064,376.20500000000004,142.8700293512686,0.38110738796361576,Occasional,Low Variability,Occasional / Low Variability
Taylor's Bar,Sutter Home,46,365,12.602739726027398,87.3972602739726,15951.02,43.70142465753425,131.24978380577883,3.0033296359172814,346.76130434782607,342.21500000000003,178.65758002526255,0.5152177529187524,Occasional,Medium Variability,Occasional / Medium Variability
Taylor's Bar,Yellow Tail,48,351,13.675213675213676,86.32478632478633,16415.18,46.76689458689459,128.60857373235936,2.7499917381386094,341.98291666666665,348.445,141.64937922160215,0.41420016123106196,Occasional,Low Variability,Occasional / Low Variability
Thomas's Bar,Absolut,61,360,16.944444444444446,83.05555555555554,20429.04,56.74733333333334,139.896349410499,2.4652497517151875,334.9022950819672,338.72,149.64101821128952,0.44681992452355374,Occasional,Low Variability,Occasional / Low Variability
Thomas's Bar,Bacardi,66,364,18.13186813186813,81.86813186813187,24164.8,66.38681318681319,154.80340141997405,2.331839622793094,366.1333333333333,368.28499999999997,149.64836127333592,0.40872640551712286,Occasional,Low Variability,Occasional / Low Variability
Thomas's Bar,Barefoot,63,359,17.548746518105848,82.45125348189416,21030.86,58.58178272980501,140.53909069171982,2.3990237944776114,333.8231746031746,349.28,143.81772254764576,0.4308200672964245,Occasional,Low Variability,Occasional / Low Variability
Thomas's Bar,Budweiser,39,356,10.955056179775282,89.04494382022472,15071.1,42.334550561797755,134.43368749745594,3.175507610532364,386.4384615384615,377.7,179.88909930899766,0.4655051637273264,Occasional,Low Variability,Occasional / Low Variability
Thomas's Bar,Captain Morgan,62,352,17.613636363636363,82.38636363636364,19875.62,56.46482954545454,139.08973135581155,2.4632985253916946,320.57451612903225,287.0,158.9455966074857,0.49581482186035525,Occasional,Low Variability,Occasional / Low Variability
Thomas's Bar,Coors,38,357,10.644257703081232,89.35574229691878,13196.2,36.964145658263305,116.75821300256248,3.1586882619174315,347.2684210526316,373.71500000000003,143.16175968210712,0.4122510168018119,Occasional,Low Variability,Occasional / Low Variability
Thomas's Bar,Grey Goose,79,359,22.00557103064067,77.99442896935933,28510.3,79.4158774373259,166.2791635486631,2.093777326579168,360.8898734177215,391.2,154.975105316733,0.4294249208188587,Occasional,Low Variability,Occasional / Low Variability
Thomas's Bar,Heineken,39,357,10.92436974789916,89.07563025210084,13302.41,37.261652661064424,118.50383056821283,3.180316011373276,341.0874358974359,344.19,158.75743337288839,0.4654449758759989,Occasional,Low Variability,Occasional / Low Variability
Thomas's Bar,Jack Daniels,70,353,19.8300283286119,80.16997167138811,24544.53,69.5312464589235,157.67786787729054,2.2677267546244955,350.63614285714283,355.045,163.82854079085382,0.4672323265248823,Occasional,Low Variability,Occasional / Low Variability
Thomas's Bar,Jameson,50,364,13.736263736263737,86.26373626373626,15837.64,43.51,124.46365103374606,2.860575753476122,316.7528,322.82000000000005,162.61791054104305,0.5133906015701931,Occasional,Medium Variability,Occasional / Medium Variability
Thomas's Bar,Jim Beam,67,360,18.61111111111111,81.38888888888889,25158.15,69.88375,159.5879820127129,2.283620756080103,375.494776119403,395.44,148.45263913020153,0.39535207563845126,Occasional,Low Variability,Occasional / Low Variability
Thomas's Bar,Malibu,62,364,17.032967032967033,82.96703296703296,21676.34,59.550384615384615,148.78893510159645,2.498538608315846,349.6183870967742,338.055,169.3059502328289,0.48425928521306605,Occasional,Low Variability,Occasional / Low Variability
Thomas's Bar,Miller,55,355,15.492957746478872,84.50704225352112,21842.3,61.527605633802814,161.95872707367218,2.632293673795966,397.13272727272727,393.84,190.28511819211505,0.47914741124177984,Occasional,Low Variability,Occasional / Low Variability
Thomas's Bar,Smirnoff,62,364,17.032967032967033,82.96703296703296,21417.85,58.84024725274725,141.98866757323432,2.413121531650343,345.4491935483871,350.32,139.072828170727,0.40258547644068265,Occasional,Low Variability,Occasional / Low Variability
Thomas's Bar,Sutter Home,40,362,11.049723756906078,88.95027624309392,13964.45,38.57582872928177,121.12893604033768,3.1400216153591614,349.11125000000004,348.265,156.91045529361236,0.4494568860029929,Occasional,Low Variability,Occasional / Low Variability
Thomas's Bar,Yellow Tail,58,354,16.38418079096045,83.61581920903956,18394.35,51.961440677966095,136.01698274199381,2.617652262279766,317.1439655172413,299.69500000000005,170.28657687247744,0.5369377802751222,Occasional,Medium Variability,Occasional / Medium Variability
