Bar Name,Brand Name,service_level,mean_stockout_days,mean_lost_demand_ml,mean_ending_inventory_ml,mean_on_hand_ml,share_no_stockout,mean_orders,mean_order_quantity_ml,mean_fulfilled_ml,mean_turnover
Brown's Bar,Miller,0.9050285818044616,1.682,134.72666848759593,636.0964575236845,782.4306067981624,0.636,2.32,382.23989623586505,1283.875591512404,1.6408810958536486
Brown's Bar,Smirnoff,0.7688497207148313,2.964,330.2406455111794,1827.6490444102662,1404.747341034558,0.33,3.124,1043.2200572660329,1098.4430944888206,0.7819506486339723
Brown's Bar,Sutter Home,0.9994123720238486,0.02,1.039926957021437,2013.6623930314777,2846.049496056912,0.992,0.242,91.64720429786414,1768.6630130429785,0.6214449240933407
Brown's Bar,Yellow Tail,0.7356364925156522,4.78,659.2934389456282,1346.116587566992,1044.2583105258911,0.122,4.186,894.8463491583136,1834.5963010543717,1.7568414659113072
Johnson's Bar,Absolut,0.9997055584356723,0.004,0.6752117464433509,2712.52553904268,3820.320091544631,0.996,0.13,66.95256569205894,2292.5191882535564,0.6000856298213079
Johnson's Bar,Bacardi,0.9383278671314796,1.05,97.32446108373716,960.3493735570019,816.6001976168957,0.702,3.762,505.9218629828116,1480.770158916263,1.8133355382935623
Johnson's Bar,Barefoot,1.0,0.0,0.0,3560.195652277178,4468.6773048184705,1.0,0.014,4.292205940312003,1880.5752000000002,0.4208348626946546
Johnson's Bar,Budweiser,0.9999703890497716,0.006,0.04909999999999974,3289.5240600096095,4093.632333889903,0.998,0.072,35.679840048046444,1658.1212599999997,0.4050488966175423
Johnson's Bar,Captain Morgan,0.9453902837055211,1.278,129.43429707115877,1025.438900017593,930.5408599893009,0.666,4.424,538.6741413438085,2240.735442928841,2.407992533454796
Johnson's Bar,Coors,0.9994042268163579,0.024,0.9507599999999977,2114.9850541021283,2850.253704278339,0.992,0.304,119.53123223343705,1594.89146,0.5595612269904281
Johnson's Bar,Grey Goose,0.9999749245671226,0.004,0.052093215806795115,2169.5551855560852,3100.773917157824,0.998,0.654,292.6669453857366,2077.4081867841933,0.669964416073375
Johnson's Bar,Heineken,1.0,0.0,0.0,3686.1424460003977,4455.14521216974,1.0,0.112,38.589233456281086,1610.07548,0.3613968576381964
Johnson's Bar,Jack Daniels,0.9966472146218467,0.034,5.371416920434641,2067.4965656630447,2797.4964835243914,0.992,0.2,69.26988109522112,1596.7045630795653,0.5707619553708883
Johnson's Bar,Jameson,0.7277087966544533,4.17,400.1300227236815,823.7295597318574,631.6150446632497,0.22,3.732,590.9643181638188,1069.3629972763183,1.6930613137096144
Johnson's Bar,Jim Beam,1.0,0.0,0.0,4118.07941999999,4818.843393333324,1.0,0.0,0.0,1436.7105800000002,0.29814427710757974
Johnson's Bar,Malibu,0.9840999209728518,0.448,33.9150075315977,1131.7750142150687,1888.096536742293,0.88,1.156,466.0595000771888,2099.093732468402,1.1117512752235443
Johnson's Bar,Miller,0.5672201621452231,6.336,574.9396100056199,404.4287192194462,305.57755585444295,0.15,3.332,413.5547217947114,753.5409699943801,2.4659565323355013
Johnson's Bar,Smirnoff,0.9301286113763805,1.248,152.0563140766069,1141.465961124368,952.4187356449445,0.676,4.104,630.0458188592096,2024.175145923393,2.12529958742642
Johnson's Bar,Sutter Home,0.9987658393708743,0.014,2.2104799999999996,2175.9726147904885,3036.1937783193657,0.992,0.178,78.34942798528436,1788.8691800000001,0.5891814918974634
Johnson's Bar,Yellow Tail,0.7395256179719414,7.444,479.4150298493389,1067.9684498611252,836.3056923538442,0.0,3.496,816.5305380918468,1361.130770150661,1.6275517225282274
Smith's Bar,Absolut,0.99724607496427,0.038,6.263127782134204,2058.0410583907296,3067.646960168485,0.986,0.606,277.172587468472,2267.991872217866,0.7393262333203103
Smith's Bar,Bacardi,0.8551183537127728,2.76,230.16829048884665,1136.88141899632,870.9967078986882,0.394,3.592,714.9606899040028,1358.4959495111534,1.559702737325581
Smith's Bar,Barefoot,0.9717695486790584,0.52,48.6096956900384,1129.054427985227,1394.7912816950509,0.862,2.182,491.52825969335754,1673.2790243099616,1.1996626637044019
Smith's Bar,Budweiser,1.0,0.0,0.0,2649.813921287427,3162.9676098146874,1.0,0.442,144.39176523687212,1159.77862,0.3666742006466356
Smith's Bar,Captain Morgan,0.9666230962419933,0.72,59.887039593035325,1058.6550049337768,938.5373525214238,0.792,4.062,538.63878299596,1734.3788404069646,1.8479593121653346
Smith's Bar,Coors,0.9895323188327718,0.166,13.030954174345949,1156.8475358525577,1483.3508602053314,0.958,1.418,376.1963527812126,1231.8440058256542,0.8304468206902428
Smith's Bar,Grey Goose,0.9988000814579961,0.012,2.4242369715903176,2447.288251595239,2607.1465142979873,0.992,2.818,556.0361760144094,2017.9103830284096,0.7739919379144526
Smith's Bar,Heineken,0.8804677931469895,2.378,167.51820569875574,910.3169671988018,704.2657294666077,0.502,3.488,588.9101825658843,1233.9300743012443,1.7520802485104456
Smith's Bar,Jack Daniels,0.9339527753329644,1.188,104.05279500852184,885.7458947367236,802.5452055958365,0.704,3.736,454.116896692715,1471.377444991478,1.8333888667356475
Smith's Bar,Jameson,1.0,0.0,0.0,4231.20132,5028.135684666667,1.0,0.0,0.0,1632.3086799999999,0.3246349705672693
Smith's Bar,Jim Beam,1.0,0.0,0.0,3567.17786,4555.314698,1.0,0.0,0.0,2037.9521399999999,0.4473790012564352
Smith's Bar,Malibu,0.8711466897248477,2.666,262.89191999999997,3099.687900906277,2351.0066486948117,0.374,4.14,1204.7496040836418,1777.34996,0.7559952929043039
Smith's Bar,Miller,0.8551302620120327,2.856,246.1086542482269,1026.542865026657,798.4709103272278,0.384,3.776,677.5439250979574,1452.7185657517732,1.8193756929183844
Smith's Bar,Smirnoff,0.9865094301589059,0.148,19.414021118623165,1465.155036120081,1310.5478452462085,0.944,3.668,525.4276556769008,1419.6668588813766,1.0832621365415838
Smith's Bar,Sutter Home,1.0,0.0,0.0,4813.603199999989,5694.8745973333225,1.0,0.0,0.0,1828.3367999999998,0.3210495277378251
Smith's Bar,Yellow Tail,1.0,0.0,0.0,3321.9370331160835,4287.487414874396,1.0,0.032,8.626536741402935,2007.71948,0.46827413954259206
Taylor's Bar,Absolut,0.9908198165402492,0.138,14.19154113994095,1629.324128588294,1424.1922700380192,0.944,3.692,578.8598611037467,1531.697078860059,1.075484757980866
Taylor's Bar,Bacardi,0.9670871200073076,0.512,47.323980000000006,2612.063611951964,2047.1862011631724,0.848,3.708,975.5916537087281,1390.53196,0.6792405884769671
Taylor's Bar,Barefoot,1.0,0.0,0.0,8991.542680000002,9886.991336666668,1.0,0.0,0.0,1859.24732,0.18804985831279514
Taylor's Bar,Budweiser,0.9302440411847991,1.098,130.20951826961596,995.3444052313966,1038.1374612354166,0.734,2.858,516.6503337308704,1736.434141730384,1.6726437553500595
Taylor's Bar,Captain Morgan,1.0,0.0,0.0,5513.74785999999,6398.504682666656,1.0,0.0,0.0,1871.44214,0.29248117065064855
Taylor's Bar,Coors,1.0,0.0,0.0,7142.985279999999,7737.565301333332,1.0,0.0,0.0,1224.5647200000003,0.1582622791938162
Taylor's Bar,Grey Goose,0.9864309402703855,0.272,32.86661499732114,1355.9678775346338,1968.9854463011225,0.918,2.078,560.128318116237,2389.3067450026792,1.2134710032982519
Taylor's Bar,Heineken,1.0,0.0,0.0,7762.52734,8185.882019333334,1.0,0.0,0.0,895.3226599999999,0.10937400000212999
Taylor's Bar,Jack Daniels,0.9962656841197778,0.054,7.178640996117385,1702.768405672776,2153.3053403588488,0.978,1.912,477.46935203705715,1915.1656990038828,0.8894073975986704
Taylor's Bar,Jameson,0.9923791296462025,0.188,13.685031159869002,1502.0639079624889,1369.4755367995342,0.936,4.064,529.7486664323602,1782.0457088401313,1.3012614398390598
Taylor's Bar,Jim Beam,0.9996059033290101,0.008,0.7876636602900798,2140.24178985497,2007.2686907755715,0.996,4.166,578.8781627927725,1997.86829633971,0.9953168230645647
Taylor's Bar,Malibu,0.99619257254819,0.092,6.9975822006219035,1879.5900290409616,1713.1606276530858,0.974,3.964,585.2935434174568,1830.879117799378,1.0687142164290564
Taylor's Bar,Miller,0.7015592086328187,3.454,359.66128791507646,874.9886924792099,655.1377279206922,0.346,3.202,614.9457761567935,845.4731920849237,1.2905274052348157
Taylor's Bar,Smirnoff,0.9998519858383438,0.004,0.27884392058818436,2560.0354597059077,2462.8028009507057,0.998,3.91,556.2201984105676,1883.6214360794118,0.7648283635832658
Taylor's Bar,Sutter Home,0.7528959065211719,7.314,332.685917646847,1119.5466476021409,867.9191988415666,0.0,2.992,817.1803206866059,1013.653242353153,1.167911994234142
Taylor's Bar,Yellow Tail,0.9648097888807269,0.53,51.4796036018473,1110.2444002545801,1085.2895443052923,0.85,2.762,491.17858712781816,1411.4159563981527,1.3004971473318838
Thomas's Bar,Absolut,0.9593151350595236,0.826,70.67324437374398,800.757996411588,1439.7545744933825,0.802,0.994,351.0114957058885,1666.4160756262559,1.1574306518266355
Thomas's Bar,Bacardi,0.9750025853699337,0.452,51.12286459252213,1170.5774620949137,1539.418644633987,0.85,2.298,516.0251337984481,1994.0032154074777,1.2952962615842378
Thomas's Bar,Barefoot,0.9599387968043143,0.766,70.89476413173759,1664.4108466466485,1322.4324706235652,0.738,3.96,787.1881466525675,1698.7666158682625,1.2845772117704013
Thomas's Bar,Budweiser,0.9955812627420655,0.042,5.474280000000002,2220.595156581236,2794.357964404264,0.992,0.108,39.00209295555981,1233.40454,0.4413910299652509
Thomas's Bar,Captain Morgan,1.0,0.0,0.0,3733.3448809059623,4538.449013393721,1.0,0.054,19.577068561630263,1669.6357799999998,0.3678868651102229
Thomas's Bar,Coors,0.9908856398778131,0.156,10.307828888867322,1226.1718005558089,1734.2004759815054,0.958,0.258,85.19852166723294,1120.6359511111327,0.6461974648443609
Thomas's Bar,Grey Goose,1.0,0.0,0.0,3253.4107815330176,3736.702569862505,1.0,2.264,584.8539138096451,2375.7485,0.6357874236930283
Thomas's Bar,Heineken,0.8194196225879407,2.508,200.74712445245683,1149.4730341466418,895.192212606376,0.458,3.148,689.8390894219425,910.930275547543,1.0175806521990907
Thomas's Bar,Jack Daniels,1.0,0.0,0.0,4148.979919999991,5173.147533333324,1.0,0.006,4.276805630380519,2114.58008,0.4087608301086801
Thomas's Bar,Jameson,0.8666938247927753,2.202,170.8041118485037,644.9216122940811,608.5626422938295,0.562,3.468,326.4128605796237,1110.4877081514962,1.8247714055627564
Thomas's Bar,Jim Beam,0.9608237505184566,0.812,82.92526049607116,1090.7109989778269,1143.5083827399974,0.768,3.152,569.2105942610327,2033.7975395039286,1.7785593618742703
Thomas's Bar,Malibu,1.0,0.0,0.0,2850.4193511701196,3723.9740397836786,1.0,0.05,17.575573510361373,1774.24802,0.47643941688247216
Thomas's Bar,Miller,0.9645881921902573,0.592,66.07418324780664,1370.6575799725629,1304.7779084839426,0.838,3.824,482.05282609675993,1799.8057967521934,1.379396282730934
Thomas's Bar,Smirnoff,1.0,0.0,0.0,3013.8641643088117,3860.4986596205877,1.0,0.03,5.8382529264343965,1745.76952,0.45221347652833416
Thomas's Bar,Sutter Home,0.8769453679346609,2.146,140.02414146952518,597.0644281641761,617.3206258292771,0.62,2.378,374.80796921596374,997.8780985304749,1.61646647913307
Thomas's Bar,Yellow Tail,0.9992896716904311,0.032,1.0736596629844266,1750.8328909380295,1830.0208890858155,0.988,2.704,441.1461808533751,1510.4241203370154,0.8253589504606944
