Bar Name,Brand Name,Model,forecast_daily_ml,forecast_adjusted_ml,safety_stock_ml,lead_time_demand_ml,rop_ml,par_level_ml,current_inventory_ml,recommended_order_ml,service_level,mean_stockout_days,mean_on_hand_ml
Anderson's Bar,Jim Beam,MA-7,158.48285714285714,158.48285714285714,755.7211118608795,1109.38,1865.10111186088,2974.4811118608795,4518.52,0.0,0.9997399527037236,0.002,3469.206912725149
Anderson's Bar,Malibu,Intermittent Mean,37.76322222222223,37.76322222222223,458.8104866633527,264.34255555555563,723.1530422189082,987.495597774464,1568.59,0.0,0.9491269711046086,0.696,1059.9617230421138
Anderson's Bar,Miller,MA-14,2.051428571428572,2.051428571428572,648.8091672330531,14.36,663.1691672330531,677.5291672330532,2.55795384873636e-13,677.5291672330529,0.53700878690519,6.686,305.3042341086985
Anderson's Bar,Smirnoff,MA-14,42.40142857142858,42.40142857142858,781.977745377932,296.81000000000006,1078.787745377932,1375.597745377932,8085.31,0.0,1.0,0.0,7014.202634666666
Anderson's Bar,Sutter Home,Intermittent Mean,63.37705555555559,63.37705555555559,679.4134214017456,443.63938888888913,1123.0528102906346,1566.692199179524,6044.48999999999,0.0,1.0,0.0,5047.11751799999
Anderson's Bar,Yellow Tail,MA-30,67.62200000000001,67.62200000000001,558.6517562467287,473.3540000000001,1032.0057562467289,1505.359756246729,628.649999999999,876.70975624673,0.9118981297075052,1.324,867.1080243022343
Brown's Bar,Absolut,Intermittent Mean,50.99508333333332,50.99508333333332,602.3064336892827,356.96558333333326,959.272017022616,1316.237600355949,2843.64,0.0,0.9914235848715476,0.13,2066.088424919979
Brown's Bar,Bacardi,Intermittent Mean,64.87781163434903,64.87781163434903,648.0967619059597,454.1446814404432,1102.241443346403,1556.3861247868465,6088.50999999999,0.0,1.0,0.0,5103.398953999989
Brown's Bar,Barefoot,MA-30,82.70833333333336,82.70833333333336,583.7191773256775,578.9583333333335,1162.677510659011,1741.6358439923445,8542.65,0.0,1.0,0.0,7699.154396666667
Brown's Bar,Budweiser,MA-7,65.96857142857145,65.96857142857145,532.9212666524469,461.78000000000014,994.701266652447,1456.4812666524472,0.0,1456.4812666524472,0.7400820424057664,7.402,832.0162924872573
Brown's Bar,Captain Morgan,MA-30,53.96433333333333,53.96433333333333,559.9439697008912,377.7503333333333,937.6943030342244,1315.444636367558,1663.43,0.0,0.9580089695726626,0.72,1065.767267152919
Brown's Bar,Coors,Mean,39.74223796033994,39.74223796033994,735.4159028682263,278.1956657223796,1013.611568590606,1291.8072343129857,361.529999999999,930.2772343129866,0.8656912165092856,2.184,789.3067610612937
Brown's Bar,Grey Goose,Intermittent Mean,76.78595041322313,76.78595041322313,807.2416405468294,537.5016528925619,1344.7432934393914,1882.244946331953,1.1652900866465599e-12,1882.244946331952,0.7406944281478234,4.61,977.4876509004472
Brown's Bar,Heineken,MA-14,7.973571428571429,7.973571428571429,562.3821751513602,55.815,618.1971751513602,674.0121751513602,1770.22,0.0,0.9053931041749356,1.698,1031.254352068594
Brown's Bar,Jack Daniels,MA-30,21.964333333333336,21.964333333333336,366.546636266003,153.75033333333334,520.2969695993363,674.0473029326697,440.65,233.39730293266973,0.6746167207088833,6.3,324.67685236366094
Brown's Bar,Jameson,Intermittent Mean,68.2324641833811,68.2324641833811,742.0056124722505,477.62724928366765,1219.6328617559182,1697.2601110395858,6474.52999999999,0.0,1.0,0.0,5399.952474666656
Brown's Bar,Jim Beam,MA-7,98.90428571428576,98.90428571428576,746.939436836728,692.3300000000003,1439.2694368367283,2131.5994368367283,722.290000000001,1409.3094368367274,0.9550513101563092,0.918,1275.6152991689137
Brown's Bar,Malibu,MA-30,126.4773333333333,126.4773333333333,644.3992491102064,885.3413333333332,1529.7405824435396,2415.081915776873,5.6843418860808e-14,2415.081915776873,0.7712263809330475,3.264,1538.2007700956024
Brown's Bar,Miller,MA-7,19.432857142857145,19.432857142857145,664.9887235062128,136.03000000000003,801.0187235062128,937.0487235062128,1298.84,0.0,0.9050285818044616,1.682,782.4306067981624
Brown's Bar,Smirnoff,MA-7,114.73285714285711,114.73285714285711,601.7772444102668,803.1299999999998,1404.907244410267,2208.0372444102663,1.13686837721616e-13,2208.0372444102663,0.7688497207148313,2.964,1404.747341034558
Brown's Bar,Sutter Home,Intermittent Mean,59.46662824207491,59.46662824207491,577.0137261002625,416.2663976945244,993.2801237947868,1409.546521489311,3763.85999999999,0.0,0.9994123720238486,0.02,2846.049496056912
Brown's Bar,Yellow Tail,Intermittent Mean,81.51137741046836,81.51137741046836,854.9686686806294,570.5796418732784,1425.548310553908,1996.1279524271863,3.06954461848363e-12,1996.1279524271836,0.7356364925156522,4.78,1044.2583105258911
Johnson's Bar,Absolut,Intermittent Mean,76.22897660818712,76.22897660818712,713.578454263704,533.6028362573098,1247.1812905210138,1780.7841267783238,4996.77,0.0,0.9997055584356724,0.004,3820.320091544631
Johnson's Bar,Bacardi,SBA,53.62852563438779,53.62852563438779,594.3763391196574,375.3996794407145,969.776018560372,1345.1756980010864,875.279999999999,469.89569800108745,0.9383278671314796,1.05,816.6001976168957
Johnson's Bar,Barefoot,MA-7,96.6285714285714,96.6285714285714,476.3561385937053,676.3999999999999,1152.7561385937051,1829.156138593705,5439.05999999999,0.0,1.0,0.0,4468.677304818471
Johnson's Bar,Budweiser,MA-7,98.9185714285714,98.9185714285714,659.5283341341077,692.4299999999998,1351.9583341341076,2044.3883341341077,4938.34,0.0,0.9999703890497716,0.006,4093.632333889903
Johnson's Bar,Captain Morgan,SBA,65.70119833279985,65.70119833279985,691.5635429955885,459.90838832959895,1151.4719313251874,1611.3803196547865,1405.82,205.56031965478653,0.9453902837055213,1.278,930.5408599893008
Johnson's Bar,Coors,MA-14,70.8714285714286,70.8714285714286,579.9058581849866,496.10000000000014,1076.005858184987,1572.105858184987,3671.96,0.0,0.999404226816358,0.024,2850.253704278339
Johnson's Bar,Grey Goose,MA-30,94.46766666666664,94.46766666666664,710.1660587632699,661.2736666666664,1371.4397254299363,2032.7133920966023,4141.24999999999,0.0,0.9999749245671226,0.004,3100.773917157824
Johnson's Bar,Heineken,MA-7,145.6842857142857,145.6842857142857,683.0011818362617,1019.7899999999998,1702.7911818362616,2722.5811818362613,5286.16,0.0,1.0,0.0,4455.14521216974
Johnson's Bar,Jack Daniels,SBA,50.932525309354034,50.932525309354034,565.1351589299368,356.5276771654782,921.6628360954152,1278.190513260893,3640.2,0.0,0.9966472146218468,0.034,2797.496483524392
Johnson's Bar,Jameson,MA-30,48.28633333333331,48.28633333333331,516.6608905588396,338.0043333333332,854.6652238921728,1192.669557225506,1.57740487338742e-12,1192.6695572255044,0.7277087966544533,4.17,631.6150446632497
Johnson's Bar,Jim Beam,Mean,46.97243626062323,46.97243626062323,674.5431176450307,328.80705382436264,1003.3501714693934,1332.157225293756,5554.78999999999,0.0,1.0,0.0,4818.843393333324
Johnson's Bar,Malibu,MA-7,39.73714285714286,39.73714285714286,745.7176383037464,278.16,1023.8776383037464,1302.0376383037465,2965.47,0.0,0.9840999209728518,0.448,1888.096536742293
Johnson's Bar,Miller,MA-14,3.772142857142856,3.772142857142856,610.2026780098756,26.404999999999998,636.6076780098756,663.0126780098756,7.38964445190504e-13,663.0126780098749,0.5672201621452231,6.336,305.5775558544429
Johnson's Bar,Smirnoff,Intermittent Mean,71.6461235955056,71.6461235955056,671.6037032048081,501.5228651685392,1173.1265683733473,1674.6494335418863,1046.11,628.5394335418866,0.9301286113763804,1.248,952.4187356449444
Johnson's Bar,Sutter Home,MA-30,57.001,57.001,650.5753697622214,399.007,1049.582369762221,1448.5893697622214,3951.47,0.0,0.9987658393708744,0.014,3036.1937783193657
Johnson's Bar,Yellow Tail,Intermittent Mean,60.33589385474859,60.33589385474859,713.2878778355591,422.35125698324015,1135.6391348187992,1557.9903918020395,0.0,1557.9903918020395,0.7395256179719414,7.444,836.3056923538442
Smith's Bar,Absolut,MA-7,85.55714285714288,85.55714285714288,707.6220363109666,598.9000000000001,1306.5220363109663,1905.4220363109664,4225.48,0.0,0.99724607496427,0.038,3067.646960168485
Smith's Bar,Bacardi,SBA,63.53678678529014,63.53678678529014,650.3855547694902,444.757507497031,1095.1430622665212,1539.900569763552,281.0,1258.900569763552,0.8551183537127728,2.76,870.9967078986882
Smith's Bar,Barefoot,Intermittent Mean,59.30815642458103,59.30815642458103,707.38208016655,415.1570949720672,1122.539175138617,1537.6962701106845,2094.14,0.0,0.9717695486790584,0.52,1394.7912816950509
Smith's Bar,Budweiser,MA-7,132.54714285714283,132.54714285714283,555.3826663761212,927.8299999999998,1483.212666376121,2411.042666376121,3756.05,0.0,1.0,0.0,3162.9676098146874
Smith's Bar,Captain Morgan,MA-7,72.70142857142858,72.70142857142858,525.7247149825555,508.9100000000001,1034.6347149825556,1543.5447149825557,1022.31,521.2347149825557,0.9666230962419932,0.72,938.5373525214238
Smith's Bar,Coors,MA-30,59.858,59.858,483.78219418846857,419.006,902.7881941884684,1321.7941941884685,2058.18,0.0,0.9895323188327718,0.166,1483.3508602053314
Smith's Bar,Grey Goose,MA-7,159.89428571428567,159.89428571428567,732.9128785512107,1119.2599999999998,1852.1728785512105,2971.4328785512103,3361.19999999999,0.0,0.998800081457996,0.012,2607.146514297988
Smith's Bar,Heineken,MA-7,46.11428571428571,46.11428571428571,607.4371568021618,322.79999999999995,930.2371568021616,1253.0371568021617,391.349999999997,861.6871568021647,0.8804677931469895,2.378,704.2657294666077
Smith's Bar,Jack Daniels,MA-14,53.7192857142857,53.7192857142857,529.2339728351869,376.0349999999999,905.2689728351868,1281.3039728351866,998.4,282.90397283518666,0.9339527753329644,1.188,802.5452055958365
Smith's Bar,Jameson,MA-7,57.24714285714284,57.24714285714284,655.4840164335905,400.7299999999999,1056.2140164335904,1456.94401643359,5863.51,0.0,1.0,0.0,5028.135684666667
Smith's Bar,Jim Beam,MA-30,18.56433333333333,18.56433333333333,570.1571521305171,129.9503333333333,700.1074854638505,830.0578187971837,5605.13,0.0,1.0,0.0,4555.314698
Smith's Bar,Malibu,MA-7,208.05142857142863,208.05142857142863,696.6933209062753,1456.3600000000006,2153.053320906276,3609.413320906277,336.3,3273.1133209062764,0.8711466897248477,2.666,2351.006648694812
Smith's Bar,Miller,MA-7,62.47428571428573,62.47428571428573,592.5914123665118,437.3200000000001,1029.911412366512,1467.231412366512,301.48,1165.751412366512,0.8551302620120327,2.856,798.4709103272278
Smith's Bar,Smirnoff,MA-30,89.03633333333336,89.03633333333336,597.7239354748284,623.2543333333335,1220.9782688081618,1844.232602141496,1287.96,556.2726021414956,0.986509430158906,0.148,1310.5478452462085
Smith's Bar,Sutter Home,Intermittent Mean,60.64713888888886,60.64713888888886,664.8113917070128,424.529972222222,1089.3413639292348,1513.871336151457,6641.93999999999,0.0,1.0,0.0,5694.8745973333225
Smith's Bar,Yellow Tail,MA-7,0.0,67.08972144846797,717.4404577682027,469.6280501392758,1187.0685079074783,1656.6965580467545,5329.31999999999,0.0,1.0,0.0,4287.487414874396
Taylor's Bar,Absolut,MA-7,97.94571428571425,97.94571428571425,638.7599683349742,685.6199999999997,1324.379968334974,2009.9999683349736,1353.89,656.1099683349735,0.9908198165402492,0.138,1424.1922700380192
Taylor's Bar,Bacardi,MA-7,167.31857142857152,167.31857142857152,628.9422319519628,1171.2300000000007,1800.1722319519636,2971.402231951964,693.77,2277.632231951964,0.9670871200073076,0.512,2047.1862011631724
Taylor's Bar,Barefoot,MA-7,23.597142857142867,23.597142857142867,709.8472771835025,165.18000000000006,875.0272771835025,1040.2072771835026,10850.79,0.0,1.0,0.0,9886.991336666668
Taylor's Bar,Budweiser,MA-14,63.85285714285715,63.85285714285715,535.1379879275746,446.97,982.1079879275746,1429.077987927575,1641.29,0.0,0.9302440411847992,1.098,1038.1374612354166
Taylor's Bar,Captain Morgan,MA-30,61.470666666666666,61.470666666666666,602.8348040366724,430.2946666666666,1033.129470703339,1463.4241373700056,7385.18999999999,0.0,1.0,0.0,6398.504682666656
Taylor's Bar,Coors,SBA,38.48636899450632,38.48636899450632,478.50236493126,269.40458296154424,747.9069478928043,1017.3115308543483,8367.55,0.0,1.0,0.0,7737.565301333332
Taylor's Bar,Grey Goose,Intermittent Mean,80.74319884726224,80.74319884726224,789.3720911861652,565.2023919308357,1354.574483117001,1919.7768750478367,3085.31,0.0,0.9864309402703856,0.272,1968.9854463011225
Taylor's Bar,Heineken,MA-7,81.08571428571432,81.08571428571432,478.0773032655062,567.6000000000003,1045.6773032655065,1613.2773032655068,8657.85,0.0,1.0,0.0,8185.882019333334
Taylor's Bar,Jack Daniels,MA-30,98.84200000000004,98.84200000000004,702.4556877426631,691.8940000000002,1394.3496877426633,2086.2436877426635,3067.89,0.0,0.9962656841197778,0.054,2153.3053403588488
Taylor's Bar,Jameson,MA-14,93.94714285714284,93.94714285714284,654.623631540981,657.6299999999999,1312.253631540981,1969.8836315409808,1546.81,423.0736315409808,0.9923791296462025,0.188,1369.4755367995342
Taylor's Bar,Jim Beam,MA-7,137.4385714285714,137.4385714285714,759.0781698549704,962.0699999999998,1721.14816985497,2683.2181698549703,2195.86999999999,487.3481698549804,0.99960590332901,0.008,2007.2686907755717
Taylor's Bar,Malibu,MA-14,123.355,123.355,632.6699083074205,863.485,1496.1549083074206,2359.6399083074207,1806.52,553.1199083074207,0.99619257254819,0.092,1713.1606276530858
Taylor's Bar,Miller,Intermittent Mean,40.21792134831461,40.21792134831461,593.1297682957578,281.52544943820226,874.6552177339601,1156.1806671721624,3.41060513164848e-13,1156.1806671721622,0.7015592086328187,3.454,655.1377279206922
Taylor's Bar,Smirnoff,MA-7,172.9057142857143,172.9057142857143,648.6380397059075,1210.34,1858.978039705908,3069.318039705908,2705.53,363.7880397059075,0.9998519858383438,0.004,2462.8028009507057
Taylor's Bar,Sutter Home,SBA,57.13110138070128,57.13110138070128,680.439207064142,399.91770966490895,1080.356916729051,1480.2746263939598,0.0,1480.2746263939598,0.7528959065211719,7.314,867.9191988415666
Taylor's Bar,Yellow Tail,MA-14,73.44571428571427,73.44571428571427,452.65677019312017,514.1199999999999,966.77677019312,1480.89677019312,1487.15999999999,0.0,0.9648097888807268,0.53,1085.2895443052923
Thomas's Bar,Absolut,MA-7,18.360000000000007,18.360000000000007,552.3818836980005,128.52000000000004,680.9018836980006,809.4218836980006,2296.43,0.0,0.9593151350595236,0.826,1439.7545744933825
Thomas's Bar,Bacardi,Mean,66.38681318681321,66.38681318681321,732.7204722877726,464.70769230769247,1197.4281645954652,1662.1358569031577,2401.21,0.0,0.9750025853699336,0.452,1539.418644633987
Thomas's Bar,Barefoot,MA-7,106.89285714285718,106.89285714285718,641.1097048759033,748.2500000000002,1389.3597048759034,2137.609704875904,668.189999999999,1469.4197048759047,0.9599387968043144,0.766,1322.4324706235652
Thomas's Bar,Budweiser,Intermittent Mean,42.33455056179778,42.33455056179778,678.6619916410509,296.3418539325845,975.0038455736354,1271.34569950622,3436.72,0.0,0.9955812627420656,0.042,2794.357964404264
Thomas's Bar,Captain Morgan,MA-7,128.29857142857142,128.29857142857142,607.3229218552231,898.0899999999999,1505.412921855223,2403.5029218552227,5400.48999999999,0.0,1.0,0.0,4538.449013393721
Thomas's Bar,Coors,MA-30,17.790666666666663,17.790666666666663,453.7270555582521,124.53466666666664,578.2617222249188,702.7963888915854,2314.81,0.0,0.9908856398778132,0.156,1734.2004759815054
Thomas's Bar,Grey Goose,MA-7,214.1228571428572,214.1228571428572,815.033327148215,1498.8600000000006,2313.893327148216,3812.753327148216,4810.54999999999,0.0,1.0,0.0,3736.702569862505
Thomas's Bar,Heineken,MA-14,67.04928571428574,67.04928571428574,507.7884919204132,469.3450000000002,977.1334919204136,1446.4784919204135,146.87,1299.6084919204136,0.8194196225879407,2.508,895.192212606376
Thomas's Bar,Jack Daniels,MA-30,67.39233333333331,67.39233333333331,732.6949383967441,471.7463333333332,1204.4412717300772,1676.1876050634105,6263.55999999999,0.0,1.0,0.0,5173.147533333324
Thomas's Bar,Jameson,MA-30,29.721,29.721,522.313846496598,208.047,730.360846496598,938.407846496598,871.56,66.84784649659798,0.8666938247927753,2.202,608.5626422938295
Thomas's Bar,Jim Beam,Intermittent Mean,69.88374999999999,69.88374999999999,653.190914581828,489.18625,1142.377164581828,1631.563414581828,1809.68,0.0,0.9608237505184566,0.812,1143.5083827399974
Thomas's Bar,Malibu,Intermittent Mean,59.55038461538462,59.55038461538462,594.8468418217905,416.85269230769234,1011.6995341294828,1428.5522264371752,4622.11,0.0,1.0,0.0,3723.974039783679
Thomas's Bar,Miller,MA-7,78.46285714285712,78.46285714285712,743.9397297012093,549.2399999999998,1293.179729701209,1842.4197297012088,1734.62999999999,107.78972970121868,0.9645881921902572,0.592,1304.7779084839426
Thomas's Bar,Smirnoff,Intermittent Mean,58.84024725274727,58.84024725274727,725.5995770629714,411.8817307692309,1137.4813078322022,1549.3630386014331,4758.09,0.0,1.0,0.0,3860.498659620588
Thomas's Bar,Sutter Home,SBA,25.62176759000125,25.62176759000125,496.6728746318248,179.3523731300088,676.0252477618336,855.3776208918424,933.19,0.0,0.8769453679346609,2.146,617.3206258292771
Thomas's Bar,Yellow Tail,MA-30,102.16133333333332,102.16133333333332,685.2113670348907,715.1293333333333,1400.340700368224,2115.470033701557,2389.47,0.0,0.9992896716904311,0.032,1830.0208890858155
