Bar Name,Brand Name,total_consumption_ml,average_daily_consumption_ml,median_daily_consumption_ml,std_daily_consumption_ml,active_days,total_days,active_day_pct,coefficient_of_variation,zero_day_pct,active_mean,active_median,active_std,active_min,active_max,active_cv,demand_frequency,demand_variability,demand_class
Johnson's Bar,Heineken,19525.87,54.38961002785515,0.0,138.87037574926248,58,359,16.15598885793872,2.5532519111304763,83.84401114206128,336.6529310344827,336.825,156.30527819946676,101.28,599.08,0.4642920461710066,Occasional,Low Variability,Occasional / Low Variability
Johnson's Bar,Jack Daniels,19002.59,52.78497222222222,0.0,144.3028011761978,52,360,14.444444444444443,2.733785679922116,85.55555555555556,365.43442307692305,341.265,173.45479193368703,114.27,1013.84,0.4746536751333227,Occasional,Low Variability,Occasional / Low Variability
Johnson's Bar,Jameson,17708.62,49.19061111111111,0.0,127.71512116642994,58,360,16.11111111111111,2.5963312567503722,83.88888888888889,305.3210344827586,289.1,152.1764495656928,17.0,579.18,0.4984145616547299,Occasional,Low Variability,Occasional / Low Variability
Johnson's Bar,Jim Beam,16581.27,46.97243626062323,0.0,129.78751275582422,49,353,13.881019830028329,2.7630568709638013,86.11898016997166,338.39326530612243,319.86,151.19259313300478,26.66,593.56,0.44679551466909556,Occasional,Low Variability,Occasional / Low Variability
Johnson's Bar,Malibu,26356.51,72.4079945054945,0.0,163.4432475368389,67,364,18.40659340659341,2.2572541699720245,81.5934065934066,393.3807462686567,432.09,136.92232942398107,119.51,596.5,0.34806566087113705,Occasional,Low Variability,Occasional / Low Variability
Johnson's Bar,Miller,16325.26,45.85747191011236,0.0,133.4940758333674,48,356,13.48314606741573,2.9110648771706416,86.51685393258427,340.1095833333333,308.36,179.9878846863456,52.81,934.57,0.5292055664010613,Occasional,Medium Variability,Occasional / Medium Variability
Johnson's Bar,Smirnoff,25506.02,71.64612359550561,0.0,165.60294363794054,66,356,18.53932584269663,2.311401305852769,81.46067415730337,386.45484848484847,395.15,162.01240555769817,103.04,945.61,0.4192272556364372,Occasional,Low Variability,Occasional / Low Variability
Johnson's Bar,Sutter Home,22046.56,60.90209944751381,0.0,145.6811668548462,65,362,17.955801104972377,2.3920549238273145,82.04419889502762,339.1778461538462,317.27,154.43854519569737,101.54,630.78,0.4553320535140325,Occasional,Low Variability,Occasional / Low Variability
Johnson's Bar,Yellow Tail,21600.25,60.335893854748605,0.0,141.413814307266,67,358,18.71508379888268,2.343775906390029,81.28491620111731,322.39179104477614,299.9,149.68479922141617,105.68,596.15,0.4642946978777969,Occasional,Low Variability,Occasional / Low Variability
Smith's Bar,Absolut,27181.45,75.08687845303868,0.0,161.7536280923315,81,362,22.375690607734807,2.1542196376361082,77.62430939226519,335.5734567901235,327.67,171.93335786839404,91.81,1072.68,0.5123568458393469,Occasional,Medium Variability,Occasional / Medium Variability
Smith's Bar,Bacardi,19114.25,53.842957746478874,0.0,140.5159945235177,52,355,14.647887323943662,2.609737659382334,85.35211267605634,367.5817307692308,391.38,139.5200658521099,102.3,610.67,0.37956202436976155,Occasional,Low Variability,Occasional / Low Variability
Smith's Bar,Barefoot,21232.32,59.30815642458101,0.0,147.83444612476987,59,358,16.480446927374302,2.492649494387218,83.5195530726257,359.8698305084746,373.41,156.5039236975527,39.49,722.49,0.4348903698774137,Occasional,Low Variability,Occasional / Low Variability
Smith's Bar,Budweiser,13615.460000000001,38.46175141242938,0.0,115.30702291722888,43,354,12.146892655367232,2.997965996940171,87.85310734463276,316.63860465116284,332.33,146.86239488493976,110.7,579.52,0.46381708587535114,Occasional,Low Variability,Occasional / Low Variability
Smith's Bar,Captain Morgan,22119.31,60.43527322404372,0.0,141.1788307748943,69,366,18.852459016393443,2.336033631411256,81.14754098360656,320.56971014492757,301.07,149.5576552505167,102.6,581.71,0.46653707607903006,Occasional,Low Variability,Occasional / Low Variability
Smith's Bar,Coors,15173.35,42.98399433427762,0.0,125.96350524498054,42,353,11.89801699716714,2.930474638196452,88.10198300283287,361.2702380952381,366.435,135.75863277564585,116.82,583.52,0.3757813914908129,Occasional,Low Variability,Occasional / Low Variability
Smith's Bar,Grey Goose,25041.56,68.60701369863014,0.0,161.61982786098906,69,365,18.904109589041095,2.3557333157064098,81.0958904109589,362.9211594202899,371.75,177.31441370475073,112.56,1168.31,0.48857557379124145,Occasional,Low Variability,Occasional / Low Variability
Smith's Bar,Heineken,17079.0,47.9747191011236,0.0,133.67078763395327,48,356,13.48314606741573,2.7862755663497487,86.51685393258427,355.8125,347.8,151.9753444939098,101.89,595.44,0.42712199401063705,Occasional,Low Variability,Occasional / Low Variability
Smith's Bar,Jack Daniels,18084.16,51.375454545454545,0.0,135.70032014112007,52,352,14.772727272727273,2.6413453923032235,85.22727272727273,347.77230769230766,325.21000000000004,147.09129960028073,117.19,733.4,0.42295288137323483,Occasional,Low Variability,Occasional / Low Variability
Smith's Bar,Jameson,18083.46,52.11371757925072,0.0,142.07223344246552,54,347,15.561959654178676,2.7261964803492,84.43804034582132,334.87888888888887,340.4,187.86140452990784,99.12,940.78,0.560983121848088,Occasional,Medium Variability,Occasional / Medium Variability
Smith's Bar,Jim Beam,23928.05,67.40295774647888,0.0,150.512046023862,72,355,20.281690140845072,2.2330184172329552,79.71830985915493,332.33402777777775,335.265,153.83310020983203,111.92,992.02,0.4628869972734053,Occasional,Low Variability,Occasional / Low Variability
Smith's Bar,Malibu,24552.18,68.2005,0.0,152.81413399999073,73,360,20.27777777777778,2.240660024486488,79.72222222222223,336.3312328767123,316.52,158.12403980336663,109.86,720.76,0.4701437878691735,Occasional,Low Variability,Occasional / Low Variability
Smith's Bar,Miller,20572.98,57.78926966292135,0.0,142.32890235529212,59,356,16.573033707865168,2.4628949835407408,83.42696629213484,348.6945762711864,347.26,144.23575549488214,131.28,592.18,0.4136449641324712,Occasional,Low Variability,Occasional / Low Variability
Smith's Bar,Smirnoff,17018.2,48.90287356321839,0.0,137.70297022371565,51,348,14.655172413793101,2.815846190422785,85.34482758620689,333.69019607843137,279.37,186.1872104575413,30.54,1001.93,0.5579642813772671,Occasional,Medium Variability,Occasional / Medium Variability
Smith's Bar,Sutter Home,21832.97,60.64713888888889,0.0,141.9139270359936,65,360,18.055555555555554,2.339993767818015,81.94444444444444,335.8918461538462,361.91,138.1062525839741,104.99,616.87,0.41116286139532626,Occasional,Low Variability,Occasional / Low Variability
Smith's Bar,Yellow Tail,24085.21,67.08972144846797,0.0,156.7635427130446,67,359,18.662952646239557,2.3366253328903093,81.33704735376044,359.48074626865673,341.29,163.08958985518237,105.78,1077.61,0.4536810150418958,Occasional,Low Variability,Occasional / Low Variability
Taylor's Bar,Absolut,18506.079999999998,50.701589041095886,0.0,136.11971251780372,54,365,14.794520547945206,2.6847228083418186,85.20547945205479,342.70518518518514,329.36,159.03955856233037,3.34,700.57,0.4640710600173479,Occasional,Low Variability,Occasional / Low Variability
Taylor's Bar,Bacardi,16573.82,48.179709302325584,0.0,129.73145067552394,53,344,15.406976744186046,2.6926573977743353,84.59302325581395,312.71358490566035,292.2,163.40362190099353,21.16,765.39,0.5225344525735562,Occasional,Medium Variability,Occasional / Medium Variability
Taylor's Bar,Barefoot,21726.79,61.54898016997167,0.0,144.7054644888515,67,353,18.980169971671387,2.3510619361886675,81.01983002832861,324.28044776119407,293.69,158.70942233426234,100.05,592.53,0.48942026394122534,Occasional,Low Variability,Occasional / Low Variability
Taylor's Bar,Budweiser,22022.14,61.859943820224714,0.0,160.27003435662223,55,356,15.44943820224719,2.5908532154893904,84.5505617977528,400.4025454545454,408.18,175.50293971599515,100.26,1176.82,0.43831624376103934,Occasional,Low Variability,Occasional / Low Variability
Taylor's Bar,Captain Morgan,22766.61,63.065401662049865,0.0,158.91032105462958,66,361,18.282548476454295,2.519770220543211,81.7174515235457,344.94863636363635,304.47,202.80232055937066,58.54,1077.89,0.5879203428581797,Occasional,Medium Variability,Occasional / Medium Variability
Taylor's Bar,Coors,14578.49,40.16112947658402,0.0,116.2757425550652,49,363,13.498622589531681,2.895230887937548,86.50137741046832,297.52020408163264,281.96,154.2691635514828,42.58,653.2,0.518516596301994,Occasional,Medium Variability,Occasional / Medium Variability
Taylor's Bar,Grey Goose,28017.89,80.74319884726225,0.0,168.0888552968278,78,347,22.478386167146976,2.0817710679854637,77.52161383285303,359.20371794871795,364.565,160.11199406802388,103.93,711.3,0.44574147222741833,Occasional,Low Variability,Occasional / Low Variability
Taylor's Bar,Heineken,10108.67,30.26547904191617,0.0,104.92379333319724,31,334,9.281437125748502,3.466781186178585,90.71856287425149,326.08612903225804,284.34,150.07159088642592,116.51,580.85,0.460220713256957,Intermittent,Low Variability,Intermittent / Low Variability
Taylor's Bar,Jack Daniels,23096.93,64.15813888888889,0.0,149.2076444815598,69,360,19.166666666666668,2.325623016277987,80.83333333333333,334.73811594202897,326.99,160.0928917505246,4.33,954.65,0.4782631081613962,Occasional,Low Variability,Occasional / Low Variability
Taylor's Bar,Jameson,21441.19,59.89159217877095,0.0,143.89896143454152,66,358,18.435754189944134,2.4026571376666066,81.56424581005587,324.86651515151516,314.825,162.24338766653986,102.19,681.56,0.4994155448457679,Occasional,Low Variability,Occasional / Low Variability
Taylor's Bar,Jim Beam,24368.84,67.69122222222222,0.0,151.4385512129857,73,360,20.27777777777778,2.2371962898798157,79.72222222222223,333.8197260273973,340.32,155.81024615941413,107.29,952.32,0.46674966759341974,Occasional,Low Variability,Occasional / Low Variability
Taylor's Bar,Malibu,22042.69,60.55684065934066,0.0,149.54327166378437,64,364,17.582417582417584,2.469469510555087,82.41758241758241,344.41703125,333.52,171.86169327356268,107.71,1050.57,0.49899301625654635,Occasional,Low Variability,Occasional / Low Variability
Taylor's Bar,Miller,14317.58,40.217921348314604,0.0,127.02356727835092,41,356,11.51685393258427,3.1583822092206177,88.48314606741573,349.2092682926829,288.56,180.5486035308809,42.03,967.73,0.5170212245900576,Occasional,Medium Variability,Occasional / Medium Variability
Taylor's Bar,Smirnoff,23242.64,65.28831460674157,0.0,154.1983416690643,62,356,17.415730337078653,2.3618061302066757,82.58426966292134,374.88129032258064,376.20500000000004,142.8700293512686,105.24,599.56,0.38110738796361576,Occasional,Low Variability,Occasional / Low Variability
Taylor's Bar,Sutter Home,15951.02,43.70142465753425,0.0,131.24978380577883,46,365,12.602739726027398,3.0033296359172814,87.3972602739726,346.76130434782607,342.21500000000003,178.65758002526255,98.72,1126.0,0.5152177529187524,Occasional,Medium Variability,Occasional / Medium Variability
Taylor's Bar,Yellow Tail,16415.18,46.76689458689459,0.0,128.60857373235936,48,351,13.675213675213676,2.7499917381386094,86.32478632478633,341.98291666666665,348.445,141.64937922160215,34.87,588.65,0.41420016123106196,Occasional,Low Variability,Occasional / Low Variability
Thomas's Bar,Absolut,20429.04,56.74733333333334,0.0,139.896349410499,61,360,16.944444444444446,2.4652497517151875,83.05555555555554,334.9022950819672,338.72,149.64101821128952,107.7,596.39,0.44681992452355374,Occasional,Low Variability,Occasional / Low Variability
Thomas's Bar,Bacardi,24164.8,66.38681318681319,0.0,154.80340141997405,66,364,18.13186813186813,2.331839622793094,81.86813186813187,366.1333333333333,368.28499999999997,149.64836127333592,105.28,787.31,0.40872640551712286,Occasional,Low Variability,Occasional / Low Variability
Thomas's Bar,Barefoot,21030.86,58.58178272980501,0.0,140.53909069171982,63,359,17.548746518105848,2.3990237944776114,82.45125348189416,333.8231746031746,349.28,143.81772254764576,97.18,581.66,0.4308200672964245,Occasional,Low Variability,Occasional / Low Variability
Thomas's Bar,Budweiser,15071.1,42.334550561797755,0.0,134.43368749745594,39,356,10.955056179775282,3.175507610532364,89.04494382022472,386.4384615384615,377.7,179.88909930899766,29.11,1048.77,0.4655051637273264,Occasional,Low Variability,Occasional / Low Variability
Thomas's Bar,Captain Morgan,19875.62,56.46482954545454,0.0,139.08973135581155,62,352,17.613636363636363,2.4632985253916946,82.38636363636364,320.57451612903225,287.0,158.9455966074857,6.94,817.49,0.49581482186035525,Occasional,Low Variability,Occasional / Low Variability
Thomas's Bar,Coors,13196.2,36.964145658263305,0.0,116.75821300256248,38,357,10.644257703081232,3.1586882619174315,89.35574229691878,347.2684210526316,373.71500000000003,143.16175968210712,102.36,568.23,0.4122510168018119,Occasional,Low Variability,Occasional / Low Variability
Thomas's Bar,Grey Goose,28510.3,79.4158774373259,0.0,166.2791635486631,79,359,22.00557103064067,2.093777326579168,77.99442896935933,360.8898734177215,391.2,154.975105316733,113.86,598.95,0.4294249208188587,Occasional,Low Variability,Occasional / Low Variability
Thomas's Bar,Heineken,13302.41,37.261652661064424,0.0,118.50383056821283,39,357,10.92436974789916,3.180316011373276,89.07563025210084,341.0874358974359,344.19,158.75743337288839,82.57,850.54,0.4654449758759989,Occasional,Low Variability,Occasional / Low Variability
Thomas's Bar,Jack Daniels,24544.53,69.5312464589235,0.0,157.67786787729054,70,353,19.8300283286119,2.2677267546244955,80.16997167138811,350.63614285714283,355.045,163.82854079085382,101.15,1019.12,0.4672323265248823,Occasional,Low Variability,Occasional / Low Variability
Thomas's Bar,Jameson,15837.64,43.51,0.0,124.46365103374606,50,364,13.736263736263737,2.860575753476122,86.26373626373626,316.7528,322.82000000000005,162.61791054104305,28.31,596.14,0.5133906015701931,Occasional,Medium Variability,Occasional / Medium Variability
Thomas's Bar,Jim Beam,25158.15,69.88375,0.0,159.5879820127129,67,360,18.61111111111111,2.283620756080103,81.38888888888889,375.494776119403,395.44,148.45263913020153,31.25,587.57,0.39535207563845126,Occasional,Low Variability,Occasional / Low Variability
Thomas's Bar,Malibu,21676.34,59.550384615384615,0.0,148.78893510159645,62,364,17.032967032967033,2.498538608315846,82.96703296703296,349.6183870967742,338.055,169.3059502328289,109.69,1055.27,0.48425928521306605,Occasional,Low Variability,Occasional / Low Variability
Thomas's Bar,Miller,21842.3,61.527605633802814,0.0,161.95872707367218,55,355,15.492957746478872,2.632293673795966,84.50704225352112,397.13272727272727,393.84,190.28511819211505,118.67,983.63,0.47914741124177984,Occasional,Low Variability,Occasional / Low Variability
Thomas's Bar,Smirnoff,21417.85,58.84024725274725,0.0,141.98866757323432,62,364,17.032967032967033,2.413121531650343,82.96703296703296,345.4491935483871,350.32,139.072828170727,118.74,596.89,0.40258547644068265,Occasional,Low Variability,Occasional / Low Variability
Thomas's Bar,Sutter Home,13964.45,38.57582872928177,0.0,121.12893604033768,40,362,11.049723756906078,3.1400216153591614,88.95027624309392,349.11125000000004,348.265,156.91045529361236,13.73,569.26,0.4494568860029929,Occasional,Low Variability,Occasional / Low Variability
Thomas's Bar,Yellow Tail,18394.35,51.961440677966095,0.0,136.01698274199381,58,354,16.38418079096045,2.617652262279766,83.61581920903956,317.1439655172413,299.69500000000005,170.28657687247744,95.62,929.75,0.5369377802751222,Occasional,Medium Variability,Occasional / Medium Variability
