Bar Name,Brand Name,Model,MAE,RMSE,WAPE
Brown's Bar,Absolut,Croston,78.33918742552262,95.71966668664365,1.9097182139095743
Brown's Bar,Absolut,SBA,76.47329472091315,95.32246486431407,1.8642323032140953
Brown's Bar,Bacardi,Mean,121.51351258811682,161.2092095104307,1.2563864820415318
Brown's Bar,Bacardi,Intermittent Mean,121.51351258811682,161.20920951043067,1.2563864820415318
Brown's Bar,Bacardi,MA-7,120.34295238095241,161.86478599152326,1.2442834986829474
Brown's Bar,Bacardi,MA-14,108.52980952380953,171.16155815784222,1.1221417493414738
Brown's Bar,Bacardi,MA-30,110.44346666666667,169.3408784936466,1.1419279682922627
Brown's Bar,Bacardi,Croston,121.32433171729946,161.31174482826927,1.2544304502908785
Brown's Bar,Bacardi,SBA,120.09394846476783,162.01071765619557,1.2417089277763347
Brown's Bar,Barefoot,Mean,106.63387665647299,170.84213731290248,1.2892760905568523
Brown's Bar,Barefoot,Intermittent Mean,106.63387665647299,170.84213731290245,1.2892760905568523
Brown's Bar,Barefoot,MA-7,82.70833333333333,187.18780395634752,1.0
Brown's Bar,Barefoot,MA-14,82.70833333333333,187.18780395634752,1.0
Brown's Bar,Barefoot,MA-30,107.47448888888884,170.51984222143244,1.2994396641477743
Brown's Bar,Barefoot,Croston,107.43369525067709,170.5350575117018,1.29894644131801
Brown's Bar,Barefoot,SBA,106.19742715480997,171.01671771501907,1.2839991192521105
Brown's Bar,Budweiser,Mean,96.09515256008356,164.42719716368327,1.401628059647561
Brown's Bar,Budweiser,Intermittent Mean,96.09515256008356,164.42719716368327,1.401628059647561
Brown's Bar,Budweiser,MA-7,68.55966666666667,176.7001119128112,1.0
Brown's Bar,Budweiser,MA-14,68.55966666666667,176.7001119128112,1.0
Brown's Bar,Budweiser,MA-30,78.44346666666665,170.98398317093918,1.144163478041025
Brown's Bar,Budweiser,Croston,94.05387628243712,164.93062469235713,1.3718543402452916
Brown's Bar,Budweiser,SBA,92.77916580164856,165.27974460252912,1.3532616232330266
Brown's Bar,Captain Morgan,Mean,84.27843892339546,122.77551490885786,1.5617433537594978
Brown's Bar,Captain Morgan,Intermittent Mean,84.27843892339546,122.77551490885786,1.5617433537594978
Brown's Bar,Captain Morgan,MA-7,53.96433333333333,134.06765852857032,1.0
Brown's Bar,Captain Morgan,MA-14,53.96433333333333,134.06765852857032,1.0
Brown's Bar,Captain Morgan,MA-30,60.45113333333333,130.09292525046175,1.1202053207983051
Brown's Bar,Captain Morgan,Croston,88.47773073719978,122.77885454927528,1.6395594140055427
Brown's Bar,Captain Morgan,SBA,86.75206086700645,122.72918459150901,1.6075814433052655
Brown's Bar,Coors,Mean,87.77290918472652,192.17349908134864,1.4626624203823846
Brown's Bar,Coors,Intermittent Mean,87.77290918472652,192.1734990813486,1.4626624203823846
Brown's Bar,Coors,MA-7,60.009,200.10284891358577,1.0
Brown's Bar,Coors,MA-14,100.58852380952382,190.95001875281574,1.6762239632309124
Brown's Bar,Coors,MA-30,129.9298888888889,194.13608821591566,2.165173372142327
Brown's Bar,Coors,Croston,101.29481219469258,190.92887520766317,1.6879936708609138
Brown's Bar,Coors,SBA,99.23052158495794,191.00431168634933,1.6535939873178682
Brown's Bar,Grey Goose,Mean,95.60384984984982,124.81820700834288,2.6091329580767924
Brown's Bar,Grey Goose,Intermittent Mean,95.60384984984982,124.81820700834288,2.6091329580767924
Brown's Bar,Grey Goose,MA-7,133.1348571428571,146.711743989204,3.6333949332148108
Brown's Bar,Grey Goose,MA-14,211.9297142857142,214.26807337068763,5.783792213463081
Brown's Bar,Grey Goose,MA-30,168.45400000000006,174.38759111052983,4.597292724196279
Brown's Bar,Grey Goose,Croston,124.20489683503295,140.7250309688825,3.389686611948937
Brown's Bar,Grey Goose,SBA,119.22185199328126,137.6067030956731,3.253693902987863
Brown's Bar,Heineken,Mean,83.8697025948104,137.09188775650526,2.099699641865888
Brown's Bar,Heineken,Intermittent Mean,83.86970259481038,137.09188775650526,2.0996996418658873
Brown's Bar,Heineken,MA-7,78.93795238095238,136.55655894021288,1.9762320029279332
Brown's Bar,Heineken,MA-14,77.01280952380954,136.42263537011198,1.9280355548349646
Brown's Bar,Heineken,MA-30,71.59246666666667,136.27330798925124,1.7923358730211714
Brown's Bar,Heineken,Croston,77.25609273037507,136.4372238416329,1.9341262126755618
Brown's Bar,Heineken,SBA,75.39047142718968,136.34265604912719,1.8874199020417843
Brown's Bar,Jack Daniels,Mean,70.52281333333333,99.2510037622315,3.21078779232999
Brown's Bar,Jack Daniels,Intermittent Mean,70.52281333333332,99.2510037622315,3.210787792329989
Brown's Bar,Jack Daniels,MA-7,102.76119047619049,117.34030512054377,4.678548122388896
Brown's Bar,Jack Daniels,MA-14,62.36276190476191,96.42584779627965,2.839274061194448
Brown's Bar,Jack Daniels,MA-30,40.81693333333333,93.22233555502315,1.8583278952240756
Brown's Bar,Jack Daniels,Croston,43.87081069629037,93.28092510418277,1.9973659127505368
Brown's Bar,Jack Daniels,SBA,42.77548682814253,93.24460136995599,1.9474976171130105
Brown's Bar,Jameson,Mean,132.66394357366772,213.8342339911232,1.3571203589998129
Brown's Bar,Jameson,Intermittent Mean,132.66394357366772,213.8342339911232,1.3571203589998129
Brown's Bar,Jameson,MA-7,170.78942857142857,214.9827497623336,1.7471349363855042
Brown's Bar,Jameson,MA-14,169.13,214.43741724179884,1.730159379667328
Brown's Bar,Jameson,MA-30,145.5767555555556,211.53561620708487,1.4892153319102603
Brown's Bar,Jameson,Croston,138.94423036544788,212.37488946691778,1.4213661882424034
Brown's Bar,Jameson,SBA,136.8847188471755,212.78275969156235,1.4002978788302831
Brown's Bar,Jim Beam,Mean,90.13666267465065,114.45685711612141,1.9856223052924866
Brown's Bar,Jim Beam,Intermittent Mean,90.13666267465065,114.45685711612141,1.9856223052924866
Brown's Bar,Jim Beam,MA-7,75.16038095238096,112.37990503789602,1.655709502270038
Brown's Bar,Jim Beam,MA-14,86.38180952380954,113.522893401395,1.902906571781036
Brown's Bar,Jim Beam,MA-30,122.42022222222224,132.47196069986535,2.696797470089487
Brown's Bar,Jim Beam,Croston,106.19219021696952,121.35268711481926,2.339309835596756
Brown's Bar,Jim Beam,SBA,103.15231403945437,119.70619377364181,2.272344343816918
Brown's Bar,Malibu,Mean,141.9882174796748,214.28565740505152,1.12263765955171
Brown's Bar,Malibu,Intermittent Mean,141.9882174796748,214.28565740505152,1.12263765955171
Brown's Bar,Malibu,MA-7,148.15066666666664,208.09659965186043,1.171361403360813
Brown's Bar,Malibu,MA-14,148.26209523809524,207.9981199830003,1.1722424194962096
Brown's Bar,Malibu,MA-30,136.64355555555557,220.7693262691476,1.080379795764898
Brown's Bar,Malibu,Croston,139.24399884996345,217.49122669303915,1.1009403438557905
Brown's Bar,Malibu,SBA,138.60566557413196,218.27464369972225,1.0958933266630013
Brown's Bar,Miller,Mean,61.63300750267953,71.91128218327142,2.1924092025711275
Brown's Bar,Miller,Intermittent Mean,61.63300750267953,71.91128218327142,2.1924092025711275
Brown's Bar,Miller,MA-7,28.112,73.9596499450883,1.0
Brown's Bar,Miller,MA-14,28.112,73.9596499450883,1.0
Brown's Bar,Miller,MA-30,69.0791111111111,76.10001295079465,2.4572819831783974
Brown's Bar,Miller,Croston,84.45375514405895,88.05730031882057,3.0041887857163827
Brown's Bar,Miller,SBA,81.38993405352267,85.48822781213866,2.8952025488589457
Brown's Bar,Smirnoff,Mean,79.31614098690835,122.96016315902101,1.660862320690769
Brown's Bar,Smirnoff,Intermittent Mean,79.31614098690835,122.96016315902101,1.660862320690769
Brown's Bar,Smirnoff,MA-7,98.88171428571427,126.31754641960626,2.0705610663731107
Brown's Bar,Smirnoff,MA-14,90.12076190476186,123.96930683332342,1.8871086754494069
Brown's Bar,Smirnoff,MA-30,97.96244444444442,126.00886235014495,2.0513117607095324
Brown's Bar,Smirnoff,Croston,85.7837760266268,123.30957951701335,1.7962931574383703
Brown's Bar,Smirnoff,SBA,83.88238722529542,123.12765654554767,1.7564784995664509
Brown's Bar,Sutter Home,Mean,79.12003575184016,97.78234015018126,2.3460583475549104
Brown's Bar,Sutter Home,Intermittent Mean,79.12003575184016,97.78234015018126,2.3460583475549104
Brown's Bar,Sutter Home,MA-7,116.8385714285714,122.90454248481365,3.464484099528675
Brown's Bar,Sutter Home,MA-14,81.4384761904762,98.73981932468843,2.4148044811061
Brown's Bar,Sutter Home,MA-30,96.67546666666668,107.1615445577377,2.8666099986162457
Brown's Bar,Sutter Home,Croston,84.54546189209117,100.16517207511967,2.5069324695699833
Brown's Bar,Sutter Home,SBA,82.00442213081996,98.98747327214848,2.431585846091485
Brown's Bar,Yellow Tail,Mean,143.00334234234234,231.6204672198833,1.5082248258094726
Brown's Bar,Yellow Tail,Intermittent Mean,143.00334234234234,231.6204672198833,1.5082248258094726
Brown's Bar,Yellow Tail,MA-7,148.40338095238093,231.23146065622407,1.5651778463374297
Brown's Bar,Yellow Tail,MA-14,155.05438095238094,231.23336336927682,1.6353244817387522
Brown's Bar,Yellow Tail,MA-30,143.8364666666667,231.53767128338603,1.517011604973862
Brown's Bar,Yellow Tail,Croston,143.17026222407543,231.60321421988368,1.5099852931204278
Brown's Bar,Yellow Tail,SBA,140.75253244620498,231.88558421659872,1.4844860284644064
Johnson's Bar,Absolut,Mean,114.7303076923077,152.30983940791057,1.4468916361275213
Johnson's Bar,Absolut,Intermittent Mean,114.73030769230772,152.30983940791057,1.4468916361275215
Johnson's Bar,Absolut,MA-7,196.57785714285714,209.50941073484648,2.479090861594025
Johnson's Bar,Absolut,MA-14,131.373,155.66139018508647,1.6567766507064396
Johnson's Bar,Absolut,MA-30,113.02080000000002,152.43465518816032,1.4253326214988045
Johnson's Bar,Absolut,Croston,115.34544732256545,152.2864617605953,1.4546493106598468
Johnson's Bar,Absolut,SBA,113.54289162310383,152.38720676548675,1.4319168451268545
Johnson's Bar,Bacardi,Mean,94.33352587991716,143.25155778439714,1.4976348934445611
Johnson's Bar,Bacardi,Intermittent Mean,94.33352587991723,143.25155778439714,1.4976348934445622
Johnson's Bar,Bacardi,MA-7,100.60919047619045,142.84819626056873,1.5972670675975518
Johnson's Bar,Bacardi,MA-14,105.3761904761905,143.05303660961306,1.6729477492052578
Johnson's Bar,Bacardi,MA-30,93.2515333333333,143.39811363473368,1.480457227528907
Johnson's Bar,Bacardi,Croston,95.13238528828563,143.15783406800853,1.5103175501540334
Johnson's Bar,Bacardi,SBA,93.52518269053799,143.35891895626222,1.4848016726463311
Johnson's Bar,Barefoot,Mean,82.91124974200206,99.08821261678287,2.721048333636063
Johnson's Bar,Barefoot,Intermittent Mean,82.91124974200203,99.08821261678285,2.7210483336360625
Johnson's Bar,Barefoot,MA-7,30.470333333333333,97.55127733658847,1.0
Johnson's Bar,Barefoot,MA-14,62.01947619047621,93.10317588769004,2.035405241944937
Johnson's Bar,Barefoot,MA-30,56.33406666666667,92.6890911434566,1.8488168819945086
Johnson's Bar,Barefoot,Croston,66.34494608205122,93.77841802970129,2.1773620050776565
Johnson's Bar,Barefoot,SBA,64.55121544461534,93.46104033502594,2.1184939048237736
Johnson's Bar,Budweiser,Mean,86.73127329192545,133.6732747098654,2.0757550509040867
Johnson's Bar,Budweiser,Intermittent Mean,86.73127329192546,133.6732747098654,2.0757550509040867
Johnson's Bar,Budweiser,MA-7,41.783,139.30877939550925,1.0
Johnson's Bar,Budweiser,MA-14,70.64300000000001,133.01766120206244,1.690711533398751
Johnson's Bar,Budweiser,MA-30,76.47046666666667,132.90448357540254,1.8301813337162642
Johnson's Bar,Budweiser,Croston,90.4591992953817,134.25530257367916,2.1649761696235714
Johnson's Bar,Budweiser,SBA,88.0253893306126,133.85722580554952,2.1067273611423927
Johnson's Bar,Captain Morgan,Mean,112.07557548125632,138.18274115582435,1.6114466230069113
Johnson's Bar,Captain Morgan,Intermittent Mean,112.07557548125632,138.18274115582435,1.6114466230069113
Johnson's Bar,Captain Morgan,MA-7,140.29785714285714,151.5675413960058,2.0172326319731773
Johnson's Bar,Captain Morgan,MA-14,116.62319047619047,139.07152999213656,1.676833205184647
Johnson's Bar,Captain Morgan,MA-30,100.04673333333334,138.36063795506774,1.4384933548687031
Johnson's Bar,Captain Morgan,Croston,109.35180565603346,137.9003505847613,1.5722836772191595
Johnson's Bar,Captain Morgan,SBA,107.3616987065651,137.81336572769445,1.5436694933582014
Johnson's Bar,Coors,Mean,99.526753968254,156.23256319382457,1.5407572290583627
Johnson's Bar,Coors,Intermittent Mean,99.526753968254,156.23256319382455,1.5407572290583627
Johnson's Bar,Coors,MA-7,91.66742857142854,157.59201205757142,1.4190883115274717
Johnson's Bar,Coors,MA-14,84.17028571428568,159.6911144086872,1.3030262820342697
Johnson's Bar,Coors,MA-30,111.26911111111113,155.8495581774652,1.7225387192877444
Johnson's Bar,Coors,Croston,97.41635801452041,156.51157928366953,1.5080865380909099
Johnson's Bar,Coors,SBA,95.77534011379444,156.77237819114563,1.4826822111863651
Johnson's Bar,Grey Goose,Mean,130.37334920634922,189.86132605431604,1.3800843590895213
Johnson's Bar,Grey Goose,Intermittent Mean,130.37334920634922,189.86132605431604,1.3800843590895213
Johnson's Bar,Grey Goose,MA-7,129.69128571428573,190.04838118047658,1.372864285638674
Johnson's Bar,Grey Goose,MA-14,116.03795238095239,195.5224393620375,1.2283351169283923
Johnson's Bar,Grey Goose,MA-30,130.3871333333333,189.8576326786293,1.3802302727917486
Johnson's Bar,Grey Goose,Croston,132.58016358645656,189.3140471736046,1.40344488505545
Johnson's Bar,Grey Goose,SBA,130.67453874046706,189.7814094969453,1.3832726408026774
Johnson's Bar,Heineken,Mean,116.16478216818646,186.67415205329507,1.307690721453828
Johnson's Bar,Heineken,Intermittent Mean,116.16478216818646,186.67415205329507,1.307690721453828
Johnson's Bar,Heineken,MA-7,88.83200000000001,203.28767514698637,1.0
Johnson's Bar,Heineken,MA-14,88.83200000000001,203.28767514698637,1.0
Johnson's Bar,Heineken,MA-30,122.72675555555553,184.59089721989122,1.3815601985270571
Johnson's Bar,Heineken,Croston,121.32159192279991,184.97012430165043,1.36574198400126
Johnson's Bar,Heineken,SBA,119.69711232665992,185.45422869686413,1.347454884801197
Johnson's Bar,Jack Daniels,Mean,100.7275696969697,160.35093221057886,1.439061218799868
Johnson's Bar,Jack Daniels,Intermittent Mean,100.72756969696971,160.35093221057886,1.4390612187998681
Johnson's Bar,Jack Daniels,MA-7,112.50361904761904,159.25027061521874,1.6073017112705472
Johnson's Bar,Jack Daniels,MA-14,91.24947619047619,162.9574479204774,1.3036508556352735
Johnson's Bar,Jack Daniels,MA-30,85.68113333333332,165.17551347077244,1.22409779699599
Johnson's Bar,Jack Daniels,Croston,96.15700761415192,161.42022621236896,1.3737631215531307
Johnson's Bar,Jack Daniels,SBA,94.84892390011099,161.79098025057303,1.3550749654754743
Johnson's Bar,Jameson,Mean,81.13487878787879,135.57249498175696,1.680286598441494
Johnson's Bar,Jameson,Intermittent Mean,81.13487878787879,135.57249498175696,1.680286598441494
Johnson's Bar,Jameson,MA-7,84.36633333333333,135.6943621157489,1.7472093553041232
Johnson's Bar,Jameson,MA-14,89.14871428571426,136.19146994613297,1.8462514780382495
Johnson's Bar,Jameson,MA-30,92.20766666666667,136.70601935784197,1.909601750667891
Johnson's Bar,Jameson,Croston,82.23539206998572,135.59455503799845,1.7030780014355835
Johnson's Bar,Jameson,SBA,80.53793913315309,135.56893647862177,1.667924101363804
Johnson's Bar,Jim Beam,Mean,78.8766016511868,119.72177285920178,1.7827503706957608
Johnson's Bar,Jim Beam,Intermittent Mean,78.8766016511868,119.72177285920178,1.7827503706957608
Johnson's Bar,Jim Beam,MA-7,116.96061904761908,131.68138508081816,2.6435163609867725
Johnson's Bar,Jim Beam,MA-14,100.12328571428573,123.87690246155411,2.2629629191147433
Johnson's Bar,Jim Beam,MA-30,137.34833333333333,145.48640879248254,3.104314676832438
Johnson's Bar,Jim Beam,Croston,98.4578431868405,123.31060300016877,2.2253209794137216
Johnson's Bar,Jim Beam,SBA,95.74716769416513,122.47337521183937,2.164054930443035
Johnson's Bar,Malibu,Mean,124.48694011976048,166.89417425147167,1.360562571894355
Johnson's Bar,Malibu,Intermittent Mean,124.48694011976048,166.89417425147167,1.360562571894355
Johnson's Bar,Malibu,MA-7,91.49666666666666,189.18914160173145,1.0
Johnson's Bar,Malibu,MA-14,120.60666666666665,168.1331459266247,1.3181536668002478
Johnson's Bar,Malibu,MA-30,138.53075555555554,165.8529703562767,1.5140524852150048
Johnson's Bar,Malibu,Croston,130.15730836675976,165.81844261371586,1.4225360672530123
Johnson's Bar,Malibu,SBA,128.22427628175512,166.08610494789718,1.401409263890362
Johnson's Bar,Miller,Mean,85.9162413087935,140.32902249121386,1.5351872248346008
Johnson's Bar,Miller,Intermittent Mean,85.91624130879349,140.3290224912139,1.5351872248346006
Johnson's Bar,Miller,MA-7,133.04885714285717,149.9370801283491,2.3773724577922466
Johnson's Bar,Miller,MA-14,107.55714285714289,141.20429857980582,1.9218758774669056
Johnson's Bar,Miller,MA-30,114.51675555555553,142.8039035118516,2.046233139163202
Johnson's Bar,Miller,Croston,91.83505134072087,139.91237666246533,1.6409469904949707
Johnson's Bar,Miller,SBA,89.98421100638019,139.98132068027994,1.6078754036424205
Johnson's Bar,Smirnoff,Mean,101.54160736196317,125.58476256691574,2.1439316903438708
Johnson's Bar,Smirnoff,Intermittent Mean,101.54160736196317,125.58476256691576,2.1439316903438708
