Bar Name,Brand Name,Fold,Model,MAE,RMSE,WAPE
Anderson's Bar,Jameson,3,SBA,101.19748162962794,147.00361725144458,1.600052940559842
Anderson's Bar,Jameson,4,Mean,92.87883890577505,123.79710250544865,1.8948935483952312
Anderson's Bar,Jameson,4,Intermittent Mean,92.8788389057751,123.79710250544865,1.8948935483952318
Anderson's Bar,Jameson,4,MA-7,128.57809523809524,140.62674047539713,2.6232218878057596
Anderson's Bar,Jameson,4,MA-14,107.08580952380953,128.4329935257541,2.184741023702981
Anderson's Bar,Jameson,4,MA-30,91.17955555555555,123.47743950167127,1.8602251449659744
Anderson's Bar,Jameson,4,Croston,91.38778023540323,123.51382658050696,1.8644732988738877
Anderson's Bar,Jameson,4,SBA,89.26915789029975,123.18006779367677,1.8212496339301936
Anderson's Bar,Jim Beam,1,Mean,90.81582993197276,116.40642330741959,2.189230044403075
Anderson's Bar,Jim Beam,1,Intermittent Mean,90.81582993197276,116.40642330741959,2.189230044403075
Anderson's Bar,Jim Beam,1,MA-7,92.3040476190476,116.87277582561167,2.225105407493373
Anderson's Bar,Jim Beam,1,MA-14,89.62633333333335,116.05785044537055,2.1605557296563256
Anderson's Bar,Jim Beam,1,MA-30,68.93826666666669,113.58580323702428,1.6618438075034758
Anderson's Bar,Jim Beam,1,Croston,84.31057913808465,114.76762501023929,2.0324127748254623
Anderson's Bar,Jim Beam,1,SBA,82.16920018118034,114.37364146573185,1.9807921360841874
Anderson's Bar,Jim Beam,2,Mean,95.69846060606059,126.71167967726942,1.8150146152953113
Anderson's Bar,Jim Beam,2,Intermittent Mean,95.69846060606059,126.7116796772694,1.8150146152953113
Anderson's Bar,Jim Beam,2,MA-7,52.726000000000006,136.7414524080634,1.0
Anderson's Bar,Jim Beam,2,MA-14,61.41980952380955,132.26154253180007,1.1648865744378398
Anderson's Bar,Jim Beam,2,MA-30,80.38133333333336,126.66727588318409,1.5245103617443643
Anderson's Bar,Jim Beam,2,Croston,89.23646770363126,126.18381082017598,1.6924566191941595
Anderson's Bar,Jim Beam,2,SBA,87.41094431844974,126.16925833817182,1.657833788234452
Anderson's Bar,Jim Beam,3,Mean,139.50848306010928,205.522954144115,1.3192790560409782
Anderson's Bar,Jim Beam,3,Intermittent Mean,139.50848306010928,205.52295414411495,1.3192790560409782
Anderson's Bar,Jim Beam,3,MA-7,105.74600000000001,227.20174623742076,1.0
Anderson's Bar,Jim Beam,3,MA-14,122.18066666666668,214.59979435762128,1.1554164381316236
Anderson's Bar,Jim Beam,3,MA-30,133.86653333333336,207.96523117418772,1.2659252674648058
Anderson's Bar,Jim Beam,3,Croston,134.93917430220378,207.4615975775876,1.2760688281561834
Anderson's Bar,Jim Beam,3,SBA,133.47951558709357,208.15141786848434,1.2622653867483742
Anderson's Bar,Jim Beam,4,Mean,140.45014925373135,203.14638622122033,1.2362698863964803
Anderson's Bar,Jim Beam,4,Intermittent Mean,140.45014925373133,203.14638622122033,1.23626988639648
Anderson's Bar,Jim Beam,4,MA-7,165.01733333333334,198.0526310957407,1.4525150810975753
