Bar Name,Brand Name,Model,forecast_daily_ml,mean_error,sigma_error,safety_stock_ml,rop_ml,par_level_ml,current_inventory_ml,forecast_original_ml,forecast_adjusted_ml,forecast_adjustment_flag,lead_time_demand_original_ml,rop_original_ml,par_original_ml,lead_time_demand_ml,recommended_order_ml,service_level,mean_stockout_days,mean_lost_demand_ml,mean_ending_inventory_ml,mean_order_quantity_ml
Brown's Bar,Budweiser,MA-7,65.96857142857145,38.476083333333335,122.45789072369816,532.9212666524469,994.701266652447,1456.4812666524472,0.0,65.96857142857145,65.96857142857145,False,461.78000000000014,994.701266652447,1456.4812666524472,461.78000000000014,1456.4812666524472,0.7400820424057664,7.402,378.04513306831615,1076.6166531866054,804.8639496168248
Brown's Bar,Captain Morgan,MA-30,53.96433333333333,5.838000000000004,128.6673318251047,559.9439697008912,937.6943030342245,1315.444636367558,1663.43,53.96433333333333,53.96433333333333,False,377.7503333333333,937.6943030342245,1315.444636367558,377.7503333333333,0.0,0.9580089695726626,0.72,66.87062945401212,936.7735087306295,429.48342111958283
Brown's Bar,Coors,Mean,39.74223796033994,24.420863987191623,168.98834012687186,735.4159028682263,1013.6115685906059,1291.8072343129857,361.529999999999,39.74223796033994,39.74223796033994,False,278.1956657223796,1013.6115685906059,1291.8072343129857,278.1956657223796,930.2772343129866,0.8656912165092856,2.184,161.35738250992264,974.4869202542066,616.7927591058809
Brown's Bar,Grey Goose,Intermittent Mean,76.78595041322313,7.605983707604164,185.49289508870567,807.2416405468294,1344.7432934393914,1882.244946331953,1.16529008664656e-12,76.78595041322313,76.78595041322313,False,537.5016528925619,1344.7432934393914,1882.244946331953,537.5016528925619,1882.244946331952,0.7406944281478234,4.61,608.7574292309031,1293.0441598740445,860.6985583007572
Brown's Bar,Heineken,MA-14,7.973571428571429,2.1074047619047627,129.22759750654575,562.3821751513602,618.1971751513602,674.0121751513602,1770.22,7.973571428571429,7.973571428571429,False,55.815,618.1971751513602,674.0121751513602,55.815,0.0,0.9053931041749357,1.698,150.44246852971773,566.3307335066088,353.14029418707753
Brown's Bar,Jack Daniels,MA-30,21.964333333333336,-7.713500000000001,84.22731599914701,366.546636266003,520.2969695993363,674.0473029326697,440.65,21.964333333333336,21.964333333333336,False,153.75033333333334,520.2969695993363,674.0473029326697,153.75033333333334,233.39730293266973,0.6746167207088833,6.3,500.8335877776148,414.34891338190624,344.7040944229579
Brown's Bar,Jameson,Intermittent Mean,68.2324641833811,13.804373512994403,170.50256368874892,742.0056124722505,1219.6328617559182,1697.2601110395858,6474.52999999999,68.2324641833811,68.2324641833811,False,477.62724928366765,1219.6328617559182,1697.2601110395858,477.62724928366765,0.0,1.0,0.0,0.0,4416.943839999991,0.25604022207919386
Brown's Bar,Jim Beam,MA-7,98.90428571428575,26.588928571428575,171.63628786656284,746.939436836728,1439.2694368367283,2131.5994368367283,722.290000000001,98.90428571428575,98.90428571428575,False,692.3300000000003,1439.2694368367283,2131.5994368367283,692.3300000000003,1409.3094368367274,0.9550513101563093,0.918,88.32648590551025,1615.3918303526468,802.6587558431963
Brown's Bar,Malibu,MA-30,126.4773333333333,13.356416666666664,148.07397971872336,644.3992491102064,1529.7405824435396,2415.081915776873,5.6843418860808e-14,126.4773333333333,126.4773333333333,False,885.3413333333332,1529.7405824435396,2415.081915776873,885.3413333333332,2415.081915776873,0.7712263809330475,3.264,352.84905999999995,1997.950755776873,1117.2986124060722
Brown's Bar,Miller,MA-7,19.432857142857145,31.942904761904764,152.80515440327366,664.9887235062128,801.0187235062128,937.0487235062128,1298.84,19.432857142857145,19.432857142857145,False,136.03000000000003,801.0187235062128,937.0487235062128,136.03000000000003,0.0,0.9050285818044616,1.682,134.72666848759593,636.0964575236845,382.23989623586505
Brown's Bar,Smirnoff,MA-7,114.73285714285711,6.837750000000003,138.28003618414482,601.7772444102668,1404.9072444102667,2208.0372444102663,1.13686837721616e-13,114.73285714285711,114.73285714285711,False,803.1299999999998,1404.9072444102667,2208.0372444102663,803.1299999999998,2208.0372444102663,0.7688497207148313,2.964,330.2406455111794,1827.6490444102662,1043.2200572660329
Brown's Bar,Sutter Home,Intermittent Mean,59.46662824207491,1.1615239741731436,132.5897242958814,577.0137261002625,993.2801237947868,1409.546521489311,3763.85999999999,59.46662824207491,59.46662824207491,False,416.26639769452436,993.2801237947868,1409.546521489311,416.26639769452436,0.0,0.9994123720238486,0.02,1.039926957021437,2013.6623930314777,91.64720429786414
Brown's Bar,Yellow Tail,Intermittent Mean,81.51137741046836,8.316593201444407,196.4599019647652,854.9686686806294,1425.5483105539079,1996.1279524271863,3.06954461848363e-12,81.51137741046836,81.51137741046836,False,570.5796418732784,1425.5483105539079,1996.1279524271863,570.5796418732784,1996.1279524271833,0.7356364925156522,4.78,659.2934389456282,1346.116587566992,894.8463491583136
Johnson's Bar,Absolut,Intermittent Mean,76.22897660818712,4.937100210656059,163.97039833653048,713.578454263704,1247.1812905210138,1780.7841267783238,4996.77,76.22897660818712,76.22897660818712,False,533.6028362573098,1247.1812905210138,1780.7841267783238,533.6028362573098,0.0,0.9997055584356723,0.004,0.6752117464433509,2712.52553904268,66.95256569205894
Johnson's Bar,Bacardi,SBA,53.62852563438779,7.6474411132521976,136.57941114242556,594.3763391196574,969.7760185603719,1345.1756980010864,875.279999999999,53.62852563438779,53.62852563438779,False,375.3996794407145,969.7760185603719,1345.1756980010864,375.3996794407145,469.89569800108745,0.9383278671314796,1.05,97.32446108373716,960.3493735570019,505.9218629828116
Johnson's Bar,Barefoot,MA-7,96.6285714285714,-4.71191666666667,109.46001147954551,476.3561385937053,1152.7561385937051,1829.156138593705,5439.05999999999,96.6285714285714,96.6285714285714,False,676.3999999999999,1152.7561385937051,1829.156138593705,676.3999999999999,0.0,1.0,0.0,0.0,3560.195652277178,4.292205940312003
Johnson's Bar,Budweiser,MA-7,98.91857142857141,15.755119047619043,151.55043291460362,659.5283341341077,1351.9583341341076,2044.3883341341075,4938.34,98.91857142857141,98.91857142857141,False,692.4299999999998,1351.9583341341076,2044.3883341341075,692.4299999999998,0.0,0.9999703890497716,0.006,0.04909999999999974,3289.5240600096095,35.679840048046444
Johnson's Bar,Captain Morgan,SBA,65.70119833279985,13.03402912982751,158.91167809573932,691.5635429955885,1151.4719313251874,1611.3803196547865,1405.82,65.70119833279985,65.70119833279985,False,459.90838832959895,1151.4719313251874,1611.3803196547865,459.90838832959895,205.56031965478655,0.9453902837055211,1.278,129.43429707115877,1025.438900017593,538.6741413438085
Johnson's Bar,Coors,MA-14,70.8714285714286,13.96922619047619,133.25429600084328,579.9058581849866,1076.0058581849867,1572.105858184987,3671.96,70.8714285714286,70.8714285714286,False,496.10000000000014,1076.0058581849867,1572.105858184987,496.10000000000014,0.0,0.9994042268163579,0.024,0.9507599999999977,2114.9850541021283,119.53123223343705
Johnson's Bar,Grey Goose,MA-30,94.46766666666663,8.302499999999998,163.18627733883963,710.1660587632699,1371.4397254299363,2032.7133920966025,4141.24999999999,94.46766666666663,94.46766666666663,False,661.2736666666664,1371.4397254299363,2032.7133920966025,661.2736666666664,0.0,0.9999749245671226,0.004,0.052093215806795115,2169.5551855560852,292.6669453857366
Johnson's Bar,Heineken,MA-7,145.6842857142857,26.980345238095243,156.94416665868968,683.0011818362617,1702.7911818362616,2722.5811818362613,5286.16,145.6842857142857,145.6842857142857,False,1019.7899999999998,1702.7911818362616,2722.5811818362613,1019.7899999999998,0.0,1.0,0.0,0.0,3686.1424460003977,38.589233456281086
Johnson's Bar,Jack Daniels,SBA,50.932525309354034,0.9787673917165686,129.86019486720033,565.1351589299368,921.6628360954151,1278.190513260893,3640.2,50.932525309354034,50.932525309354034,False,356.5276771654782,921.6628360954151,1278.190513260893,356.5276771654782,0.0,0.9966472146218467,0.034,5.371416920434641,2067.4965656630447,69.26988109522112
Johnson's Bar,Jameson,MA-30,48.28633333333331,1.824583333333337,118.72148258351447,516.6608905588396,854.6652238921728,1192.669557225506,1.57740487338742e-12,48.28633333333331,48.28633333333331,False,338.0043333333332,854.6652238921728,1192.669557225506,338.0043333333332,1192.6695572255044,0.7277087966544533,4.17,400.1300227236815,823.7295597318574,590.9643181638188
Johnson's Bar,Jim Beam,Mean,46.97243626062323,32.97193335150054,155.00062121346863,674.5431176450307,1003.3501714693934,1332.157225293756,5554.78999999999,46.97243626062323,46.97243626062323,False,328.80705382436264,1003.3501714693934,1332.157225293756,328.80705382436264,0.0,1.0,0.0,0.0,4118.07941999999,0.0
Johnson's Bar,Malibu,MA-7,39.73714285714286,58.36270238095238,171.355535566738,745.7176383037464,1023.8776383037464,1302.0376383037465,2965.47,39.73714285714286,39.73714285714286,False,278.15999999999997,1023.8776383037464,1302.0376383037465,278.15999999999997,0.0,0.9840999209728518,0.448,33.9150075315977,1131.7750142150687,466.0595000771888
Johnson's Bar,Miller,MA-14,3.7721428571428564,13.019773809523807,140.21608357351192,610.2026780098756,636.6076780098756,663.0126780098756,7.38964445190504e-13,3.7721428571428564,3.7721428571428564,False,26.404999999999994,636.6076780098756,663.0126780098756,26.404999999999994,663.0126780098749,0.5672201621452231,6.336,574.9396100056199,404.4287192194462,413.5547217947114
Johnson's Bar,Smirnoff,Intermittent Mean,71.6461235955056,-9.33581367404363,154.32518468121407,671.6037032048081,1173.1265683733473,1674.6494335418865,1046.11,71.6461235955056,71.6461235955056,False,501.52286516853917,1173.1265683733473,1674.6494335418865,501.52286516853917,628.5394335418866,0.9301286113763805,1.248,152.0563140766069,1141.465961124368,630.0458188592096
Johnson's Bar,Sutter Home,MA-30,57.001,0.5551666666666638,149.49316629510386,650.5753697622214,1049.5823697622213,1448.5893697622214,3951.47,57.001,57.001,False,399.007,1049.5823697622213,1448.5893697622214,399.007,0.0,0.9987658393708743,0.014,2.2104799999999996,2175.9726147904885,78.34942798528436
Johnson's Bar,Yellow Tail,Intermittent Mean,60.33589385474859,25.684758970806065,163.9036279171247,713.2878778355591,1135.6391348187992,1557.9903918020395,0.0,60.33589385474859,60.33589385474859,False,422.35125698324015,1135.6391348187992,1557.9903918020395,422.35125698324015,1557.9903918020395,0.7395256179719414,7.444,479.4150298493389,1067.9684498611252,816.5305380918468
Smith's Bar,Absolut,MA-7,85.55714285714288,24.917226190476192,162.60169638297026,707.6220363109666,1306.5220363109665,1905.4220363109666,4225.48,85.55714285714288,85.55714285714288,False,598.9000000000001,1306.5220363109665,1905.4220363109666,598.9000000000001,0.0,0.99724607496427,0.038,6.263127782134204,2058.0410583907296,277.172587468472
Smith's Bar,Bacardi,SBA,63.53678678529014,17.69205299973384,149.44954945131826,650.3855547694902,1095.1430622665212,1539.900569763552,281.0,63.53678678529014,63.53678678529014,False,444.757507497031,1095.1430622665212,1539.900569763552,444.757507497031,1258.900569763552,0.8551183537127728,2.76,230.16829048884665,1136.88141899632,714.9606899040028
Smith's Bar,Barefoot,Intermittent Mean,59.30815642458103,16.41090274832377,162.54655780031243,707.38208016655,1122.5391751386173,1537.6962701106845,2094.14,59.30815642458103,59.30815642458103,False,415.15709497206717,1122.5391751386173,1537.6962701106845,415.15709497206717,0.0,0.9717695486790584,0.52,48.6096956900384,1129.054427985227,491.52825969335754
Smith's Bar,Budweiser,MA-7,132.54714285714283,30.299321428571428,127.61920779805848,555.3826663761212,1483.212666376121,2411.042666376121,3756.05,132.54714285714283,132.54714285714283,False,927.8299999999998,1483.212666376121,2411.042666376121,927.8299999999998,0.0,1.0,0.0,0.0,2649.813921287427,144.39176523687212
Smith's Bar,Captain Morgan,MA-7,72.70142857142858,-4.699047619047618,120.8042233001503,525.7247149825555,1034.6347149825556,1543.5447149825557,1022.31,72.70142857142858,72.70142857142858,False,508.9100000000001,1034.6347149825556,1543.5447149825557,508.9100000000001,521.2347149825557,0.9666230962419933,0.72,59.887039593035325,1058.6550049337768,538.63878299596
Smith's Bar,Coors,MA-30,59.858,5.31425,111.16641571115726,483.78219418846857,902.7881941884685,1321.7941941884685,2058.18,59.858,59.858,False,419.006,902.7881941884685,1321.7941941884685,419.006,0.0,0.9895323188327718,0.166,13.030954174345949,1156.8475358525577,376.1963527812126
Smith's Bar,Grey Goose,MA-7,159.89428571428567,35.338726190476194,168.4131799719446,732.9128785512107,1852.1728785512105,2971.4328785512103,3361.19999999999,159.89428571428567,159.89428571428567,False,1119.2599999999998,1852.1728785512105,2971.4328785512103,1119.2599999999998,0.0,0.9988000814579961,0.012,2.4242369715903176,2447.288251595239,556.0361760144094
Smith's Bar,Heineken,MA-7,46.11428571428571,28.83241666666667,139.58060528611762,607.4371568021618,930.2371568021617,1253.0371568021617,391.349999999997,46.11428571428571,46.11428571428571,False,322.79999999999995,930.2371568021617,1253.0371568021617,322.79999999999995,861.6871568021647,0.8804677931469895,2.378,167.51820569875574,910.3169671988018,588.9101825658843
Smith's Bar,Jack Daniels,MA-14,53.7192857142857,0.6030595238095214,121.61060191839951,529.2339728351869,905.2689728351868,1281.3039728351866,998.4,53.7192857142857,53.7192857142857,False,376.03499999999985,905.2689728351868,1281.3039728351866,376.03499999999985,282.90397283518666,0.9339527753329644,1.188,104.05279500852184,885.7458947367236,454.116896692715
Smith's Bar,Jameson,MA-7,57.24714285714284,53.057,150.62110498942468,655.4840164335905,1056.2140164335904,1456.9440164335901,5863.51,57.24714285714284,57.24714285714284,False,400.7299999999999,1056.2140164335904,1456.9440164335901,400.7299999999999,0.0,1.0,0.0,0.0,4231.20132,0.0
Smith's Bar,Jim Beam,MA-30,18.56433333333333,-8.624416666666665,131.01417901655668,570.1571521305171,700.1074854638505,830.0578187971837,5605.13,18.56433333333333,18.56433333333333,False,129.9503333333333,700.1074854638505,830.0578187971837,129.9503333333333,0.0,1.0,0.0,0.0,3567.17786,0.0
Smith's Bar,Malibu,MA-7,208.05142857142866,15.785845238095238,160.09042967150145,696.6933209062753,2153.053320906276,3609.4133209062766,336.3,208.05142857142866,208.05142857142866,False,1456.3600000000006,2153.053320906276,3609.4133209062766,1456.3600000000006,3273.1133209062764,0.8711466897248477,2.666,262.89191999999997,3099.687900906277,1204.7496040836418
Smith's Bar,Miller,MA-7,62.47428571428573,23.326035714285716,136.16925981433258,592.5914123665118,1029.911412366512,1467.231412366512,301.48,62.47428571428573,62.47428571428573,False,437.3200000000001,1029.911412366512,1467.231412366512,437.3200000000001,1165.7514123665119,0.8551302620120327,2.856,246.1086542482269,1026.542865026657,677.5439250979574
Smith's Bar,Smirnoff,MA-30,89.03633333333336,22.259083333333333,137.34864219830672,597.7239354748284,1220.9782688081618,1844.2326021414956,1287.96,89.03633333333336,89.03633333333336,False,623.2543333333335,1220.9782688081618,1844.2326021414956,623.2543333333335,556.2726021414956,0.9865094301589059,0.148,19.414021118623165,1465.155036120081,525.4276556769008
Smith's Bar,Sutter Home,Intermittent Mean,60.64713888888886,24.717163825757574,152.76440602364028,664.8113917070128,1089.3413639292348,1513.871336151457,6641.93999999999,60.64713888888886,60.64713888888886,False,424.529972222222,1089.3413639292348,1513.871336151457,424.529972222222,0.0,1.0,0.0,0.0,4813.603199999989,0.0
Smith's Bar,Yellow Tail,MA-7,0.0,71.54522619047619,164.85783299662424,717.4404577682027,1187.0685079074785,1656.6965580467543,5329.31999999999,0.0,67.08972144846797,True,0.0,717.4404577682027,717.4404577682027,469.6280501392758,0.0,1.0,0.0,0.0,3321.9370331160835,8.626536741402935
Taylor's Bar,Absolut,MA-7,97.94571428571423,15.60192857142857,146.77815147514158,638.7599683349742,1324.379968334974,2009.9999683349736,1353.89,97.94571428571423,97.94571428571423,False,685.6199999999997,1324.379968334974,2009.9999683349736,685.6199999999997,656.1099683349735,0.9908198165402492,0.138,14.19154113994095,1629.324128588294,578.8598611037467
Taylor's Bar,Bacardi,MA-7,167.31857142857152,25.216988095238094,144.52217228201064,628.9422319519628,1800.1722319519636,2971.402231951964,693.77,167.31857142857152,167.31857142857152,False,1171.2300000000007,1800.1722319519636,2971.402231951964,1171.2300000000007,2277.632231951964,0.9670871200073076,0.512,47.323980000000006,2612.063611951964,975.5916537087281
Taylor's Bar,Barefoot,MA-7,23.597142857142867,13.628476190476192,163.11302576810553,709.8472771835025,875.0272771835025,1040.2072771835026,10850.79,23.597142857142867,23.597142857142867,False,165.18000000000006,875.0272771835025,1040.2072771835026,165.18000000000006,0.0,1.0,0.0,0.0,8991.542680000002,0.0
Taylor's Bar,Budweiser,MA-14,63.85285714285715,2.216059523809524,122.96726242391128,535.1379879275746,982.1079879275746,1429.0779879275747,1641.29,63.85285714285715,63.85285714285715,False,446.97,982.1079879275746,1429.0779879275747,446.97,0.0,0.9302440411847991,1.098,130.20951826961596,995.3444052313966,516.6503337308704
Taylor's Bar,Captain Morgan,MA-30,61.470666666666666,10.386250000000002,138.5230486688551,602.8348040366724,1033.129470703339,1463.4241373700056,7385.18999999999,61.470666666666666,61.470666666666666,False,430.29466666666667,1033.129470703339,1463.4241373700056,430.29466666666667,0.0,1.0,0.0,0.0,5513.74785999999,0.0
Taylor's Bar,Coors,SBA,38.48636899450632,2.9822578130905004,109.95318442414109,478.50236493126,747.9069478928043,1017.3115308543485,8367.55,38.48636899450632,38.48636899450632,False,269.40458296154424,747.9069478928043,1017.3115308543485,269.40458296154424,0.0,1.0,0.0,0.0,7142.985279999999,0.0
Taylor's Bar,Grey Goose,Intermittent Mean,80.74319884726224,23.100261328300324,181.38672132567385,789.3720911861652,1354.574483117001,1919.7768750478367,3085.31,80.74319884726224,80.74319884726224,False,565.2023919308357,1354.574483117001,1919.7768750478367,565.2023919308357,0.0,0.9864309402703855,0.272,32.86661499732114,1355.9678775346338,560.128318116237
Taylor's Bar,Heineken,MA-7,81.08571428571432,14.845928571428573,109.85551116868504,478.0773032655062,1045.6773032655065,1613.2773032655068,8657.85,81.08571428571432,81.08571428571432,False,567.6000000000003,1045.6773032655065,1613.2773032655068,567.6000000000003,0.0,1.0,0.0,0.0,7762.52734,0.0
Taylor's Bar,Jack Daniels,MA-30,98.84200000000003,8.211333333333329,161.41454137902025,702.4556877426631,1394.3496877426633,2086.2436877426635,3067.89,98.84200000000003,98.84200000000003,False,691.8940000000002,1394.3496877426633,2086.2436877426635,691.8940000000002,0.0,0.9962656841197778,0.054,7.178640996117385,1702.768405672776,477.46935203705715
Taylor's Bar,Jameson,MA-14,93.94714285714284,35.99371428571429,150.42340051457546,654.623631540981,1312.253631540981,1969.8836315409808,1546.81,93.94714285714284,93.94714285714284,False,657.6299999999999,1312.253631540981,1969.8836315409808,657.6299999999999,423.07363154098084,0.9923791296462025,0.188,13.685031159869002,1502.0639079624889,529.7486664323602
Taylor's Bar,Jim Beam,MA-7,137.4385714285714,34.82953571428572,174.4255997865195,759.0781698549704,1721.14816985497,2683.2181698549703,2195.86999999999,137.4385714285714,137.4385714285714,False,962.0699999999998,1721.14816985497,2683.2181698549703,962.0699999999998,487.34816985498037,0.9996059033290101,0.008,0.7876636602900798,2140.24178985497,578.8781627927725
Taylor's Bar,Malibu,MA-14,123.355,18.330547619047618,145.37874043260703,632.6699083074205,1496.1549083074206,2359.6399083074207,1806.52,123.355,123.355,False,863.485,1496.1549083074206,2359.6399083074207,863.485,553.1199083074207,0.99619257254819,0.092,6.9975822006219035,1879.5900290409616,585.2935434174568
Taylor's Bar,Miller,Intermittent Mean,40.217921348314604,-6.886885863554316,136.29296651488926,593.1297682957578,874.6552177339601,1156.1806671721624,3.41060513164848e-13,40.217921348314604,40.217921348314604,False,281.52544943820226,874.6552177339601,1156.1806671721624,281.52544943820226,1156.1806671721622,0.7015592086328187,3.454,359.66128791507646,874.9886924792099,614.9457761567935
Taylor's Bar,Smirnoff,MA-7,172.9057142857143,44.783988095238094,149.04799480885023,648.6380397059075,1858.9780397059076,3069.3180397059077,2705.53,172.9057142857143,172.9057142857143,False,1210.3400000000001,1858.9780397059076,3069.3180397059077,1210.3400000000001,363.7880397059075,0.9998519858383438,0.004,0.27884392058818436,2560.0354597059077,556.2201984105676
Taylor's Bar,Sutter Home,SBA,57.13110138070128,12.82475147059049,156.35546050955844,680.439207064142,1080.356916729051,1480.2746263939598,0.0,57.13110138070128,57.13110138070128,False,399.91770966490895,1080.356916729051,1480.2746263939598,399.91770966490895,1480.2746263939598,0.7528959065211719,7.314,332.685917646847,1119.5466476021409,817.1803206866059
Taylor's Bar,Yellow Tail,MA-14,73.44571428571427,26.208750000000002,104.01422643131582,452.65677019312017,966.77677019312,1480.89677019312,1487.15999999999,73.44571428571427,73.44571428571427,False,514.1199999999999,966.77677019312,1480.89677019312,514.1199999999999,0.0,0.9648097888807269,0.53,51.4796036018473,1110.2444002545801,491.17858712781816
Thomas's Bar,Absolut,MA-7,18.360000000000007,-0.6164047619047629,126.92966969876075,552.3818836980005,680.9018836980006,809.4218836980006,2296.43,18.360000000000007,18.360000000000007,False,128.52000000000004,680.9018836980006,809.4218836980006,128.52000000000004,0.0,0.9593151350595236,0.826,70.67324437374398,800.757996411588,351.0114957058885
